,inicial_mat,inicial_pt,in_laboratorio_informatica,in_laboratorio_ciencias,in_quadra_esportes,in_cozinha,in_biblioteca,in_sala_leitura,in_internet,in_alimentacao,tp_atividade_complementar,tp_localizacao,num_proffundamental,num_matri_fund_total_geral,num_turmas_fund_total_geral,nu_salas_utilizadas,nu_funcionarios,num_matri_fund_1a4,matri/prof,matri/salas,com_escola_1,com_escola_2,rural,alimentacao_rural
33650,222.23,218.48,1,0,1,1,1,0,1,1,1,1. Urbana,98.0,0.0,0.0,10,47,0.0,0.0,0.0,6,4,0,0
33651,222.88,221.4,1,0,0,0,0,0,1,1,0,2. Rural,40.0,0.0,0.0,5,21,0.0,0.0,0.0,3,2,1,1
33652,229.21,214.25,1,0,1,1,1,0,1,1,1,2. Rural,60.0,0.0,0.0,6,24,0.0,0.0,0.0,6,4,1,1
33653,218.63,200.99,1,0,1,1,1,0,1,1,1,2. Rural,56.0,0.0,0.0,12,23,0.0,0.0,0.0,6,4,1,1
33654,216.3,205.2,1,1,1,1,1,0,1,1,1,1. Urbana,229.0,0.0,0.0,20,71,0.0,0.0,0.0,7,5,0,0
33655,230.86,215.1,0,0,1,1,0,0,1,1,1,2. Rural,25.0,0.0,0.0,4,18,0.0,0.0,0.0,4,3,1,1
33656,228.26,212.65,1,0,1,1,1,0,1,1,0,1. Urbana,41.0,0.0,0.0,7,21,0.0,0.0,0.0,6,4,0,0
33657,219.22,212.5,1,0,1,1,1,0,1,1,1,2. Rural,82.0,0.0,0.0,9,43,0.0,0.0,0.0,6,4,1,1
33658,213.14,201.82,1,0,0,1,1,0,1,1,0,1. Urbana,83.0,0.0,0.0,9,48,0.0,0.0,0.0,5,3,0,0
33659,200.24,207.22,1,0,1,1,1,0,1,1,0,1. Urbana,48.0,0.0,0.0,8,30,0.0,0.0,0.0,6,4,0,0
33660,248.56,245.2,1,1,1,1,1,0,1,1,0,1. Urbana,80.0,0.0,0.0,14,51,0.0,0.0,0.0,7,5,0,0
33661,227.62,231.12,0,0,1,1,0,0,1,1,1,2. Rural,48.0,0.0,0.0,6,40,0.0,0.0,0.0,4,3,1,1
33662,223.31,203.19,1,0,0,1,0,0,1,1,1,2. Rural,110.0,0.0,0.0,20,52,0.0,0.0,0.0,4,3,1,1
33663,225.14,211.37,1,0,1,1,1,0,1,1,1,1. Urbana,75.0,0.0,0.0,15,41,0.0,0.0,0.0,6,4,0,0
33664,214.73,200.44,1,0,1,1,0,1,1,1,0,2. Rural,140.0,0.0,0.0,13,45,0.0,0.0,0.0,6,4,1,1
33665,279.56,268.21,1,0,0,1,0,0,1,1,0,2. Rural,34.0,0.0,0.0,5,17,0.0,0.0,0.0,4,3,1,1
33666,228.21,216.36,1,0,1,1,1,0,1,1,1,1. Urbana,43.0,0.0,0.0,7,28,0.0,0.0,0.0,6,4,0,0
33667,243.24,242.38,1,0,1,0,1,0,1,1,0,1. Urbana,79.0,0.0,0.0,13,55,0.0,0.0,0.0,5,3,0,0
33668,248.13,231.23,1,0,1,1,1,0,1,1,0,1. Urbana,192.0,0.0,0.0,21,69,0.0,0.0,0.0,6,4,0,0
33669,228.09,232.72,1,0,0,1,1,0,1,1,0,1. Urbana,118.0,0.0,0.0,12,59,0.0,0.0,0.0,5,3,0,0
33670,212.64,214.77,1,0,1,1,1,0,1,1,1,1. Urbana,69.0,0.0,0.0,6,38,0.0,0.0,0.0,6,4,0,0
33671,223.75,223.14,1,0,0,1,0,0,1,1,1,1. Urbana,16.0,0.0,0.0,3,16,0.0,0.0,0.0,4,3,0,0
33672,239.83,238.44,1,0,1,1,1,0,1,1,1,1. Urbana,61.0,0.0,0.0,20,84,0.0,0.0,0.0,6,4,0,0
33673,237.22,231.52,1,1,1,1,1,0,1,1,0,1. Urbana,244.0,0.0,0.0,30,75,0.0,0.0,0.0,7,5,0,0
33674,253.72,237.27,1,0,1,1,1,0,1,1,0,1. Urbana,112.0,0.0,0.0,15,56,0.0,0.0,0.0,6,4,0,0
33675,235.99,225.98,1,1,1,1,1,0,1,1,0,1. Urbana,148.0,0.0,0.0,19,59,0.0,0.0,0.0,7,5,0,0
33676,231.92,216.41,1,0,1,1,1,1,1,1,1,1. Urbana,121.0,0.0,0.0,12,37,0.0,0.0,0.0,7,4,0,0
33677,236.93,223.18,1,0,1,1,1,0,1,1,1,1. Urbana,132.0,0.0,0.0,13,42,0.0,0.0,0.0,6,4,0,0
33678,241.41,253.23,1,0,0,1,1,0,1,1,0,1. Urbana,20.0,0.0,0.0,5,16,0.0,0.0,0.0,5,3,0,0
33679,223.28,218.42,1,0,0,1,1,0,1,1,1,1. Urbana,24.0,0.0,0.0,8,21,0.0,0.0,0.0,5,3,0,0
33680,215.6,190.81,1,0,0,1,1,0,1,1,0,1. Urbana,16.0,0.0,0.0,7,15,0.0,0.0,0.0,5,3,0,0
33681,239.09,236.07,1,0,1,1,1,0,1,1,1,1. Urbana,24.0,0.0,0.0,6,13,0.0,0.0,0.0,6,4,0,0
33682,236.28,229.36,1,0,1,1,1,0,1,1,1,1. Urbana,83.0,0.0,0.0,9,36,0.0,0.0,0.0,6,4,0,0
33683,239.96,233.66,0,0,1,1,1,0,1,1,1,1. Urbana,156.0,0.0,0.0,14,58,0.0,0.0,0.0,5,3,0,0
33684,224.19,219.17,1,0,1,1,1,0,1,1,1,1. Urbana,85.0,0.0,0.0,10,43,0.0,0.0,0.0,6,4,0,0
33685,246.31,228.32,1,0,1,1,1,0,1,1,1,1. Urbana,93.0,0.0,0.0,10,38,0.0,0.0,0.0,6,4,0,0
33686,230.05,228.84,1,0,0,1,1,0,1,1,1,1. Urbana,107.0,0.0,0.0,1,41,0.0,0.0,0.0,5,3,0,0
33687,234.14,222.0,1,1,1,1,1,0,1,1,0,1. Urbana,192.0,0.0,0.0,20,75,0.0,0.0,0.0,7,5,0,0
33688,230.66,227.82,1,1,1,1,1,0,1,1,0,1. Urbana,160.0,0.0,0.0,21,93,0.0,0.0,0.0,7,5,0,0
33689,214.26,208.67,1,0,0,1,1,0,1,1,1,1. Urbana,104.0,0.0,0.0,9,29,0.0,0.0,0.0,5,3,0,0
33690,229.66,214.47,1,0,1,1,1,0,1,1,1,1. Urbana,100.0,0.0,0.0,14,63,0.0,0.0,0.0,6,4,0,0
33691,236.76,230.45,1,1,1,1,1,1,1,1,1,1. Urbana,125.0,0.0,0.0,19,73,0.0,0.0,0.0,8,5,0,0
33692,236.38,238.1,1,0,1,1,1,0,1,1,0,1. Urbana,132.0,0.0,0.0,14,53,0.0,0.0,0.0,6,4,0,0
33693,245.54,234.34,0,0,1,1,1,0,1,1,1,1. Urbana,172.0,0.0,0.0,19,58,0.0,0.0,0.0,5,3,0,0
33694,236.28,226.09,1,0,1,1,1,0,1,1,1,1. Urbana,104.0,0.0,0.0,15,43,0.0,0.0,0.0,6,4,0,0
33695,241.13,224.31,0,0,1,1,1,1,1,1,1,1. Urbana,95.0,0.0,0.0,14,50,0.0,0.0,0.0,6,3,0,0
33696,251.94,225.34,1,0,1,1,1,0,1,1,1,1. Urbana,114.0,0.0,0.0,21,55,0.0,0.0,0.0,6,4,0,0
33697,242.75,220.62,1,0,1,1,1,0,1,1,1,1. Urbana,55.0,0.0,0.0,7,33,0.0,0.0,0.0,6,4,0,0
33698,246.72,247.89,1,0,1,1,1,0,1,1,1,1. Urbana,62.0,0.0,0.0,13,37,0.0,0.0,0.0,6,4,0,0
33699,222.49,228.96,1,0,1,1,1,0,1,1,1,1. Urbana,103.0,0.0,0.0,10,76,0.0,0.0,0.0,6,4,0,0
33700,248.02,247.66,0,0,1,1,1,0,1,1,1,1. Urbana,32.0,0.0,0.0,8,34,0.0,0.0,0.0,5,3,0,0
33701,231.27,220.54,0,0,0,1,0,0,0,1,0,2. Rural,6.0,0.0,0.0,1,4,0.0,0.0,0.0,2,1,1,1
33702,218.47,209.83,0,0,1,1,0,0,1,1,1,2. Rural,16.0,0.0,0.0,6,15,0.0,0.0,0.0,4,3,1,1
33703,236.55,226.47,1,0,1,1,1,0,1,1,1,1. Urbana,113.0,0.0,0.0,11,39,0.0,0.0,0.0,6,4,0,0
33704,217.81,209.76,1,1,0,1,1,0,1,1,0,2. Rural,95.0,0.0,0.0,10,34,0.0,0.0,0.0,6,4,1,1
33705,244.74,229.47,1,0,0,1,0,0,1,1,1,1. Urbana,38.0,0.0,0.0,7,32,0.0,0.0,0.0,4,3,0,0
33706,256.56,237.53,0,0,0,1,0,0,1,1,0,2. Rural,10.0,0.0,0.0,6,12,0.0,0.0,0.0,3,2,1,1
33707,240.25,234.63,0,0,1,1,1,0,1,1,1,1. Urbana,225.0,0.0,0.0,15,86,0.0,0.0,0.0,5,3,0,0
33708,227.62,211.91,1,0,1,1,1,0,1,1,0,1. Urbana,119.0,0.0,0.0,22,50,0.0,0.0,0.0,6,4,0,0
33709,249.42,243.45,0,0,0,1,0,0,1,1,0,1. Urbana,30.0,0.0,0.0,11,45,0.0,0.0,0.0,3,2,0,0
33710,222.83,214.93,1,0,0,1,1,0,1,1,0,2. Rural,59.0,0.0,0.0,7,24,0.0,0.0,0.0,5,3,1,1
33711,219.58,226.7,1,0,1,1,1,0,1,1,0,1. Urbana,15.0,0.0,0.0,4,12,0.0,0.0,0.0,6,4,0,0
33712,235.82,222.96,1,0,1,1,1,0,1,1,0,2. Rural,15.0,0.0,0.0,5,9,0.0,0.0,0.0,6,4,1,1
33713,233.69,224.65,0,0,0,1,0,0,1,1,0,2. Rural,12.0,0.0,0.0,3,9,0.0,0.0,0.0,3,2,1,1
33714,236.68,223.75,0,0,0,1,1,0,1,1,0,1. Urbana,10.0,0.0,0.0,4,10,0.0,0.0,0.0,4,2,0,0
33715,233.94,209.86,1,0,0,0,0,0,1,1,1,2. Rural,50.0,0.0,0.0,6,31,0.0,0.0,0.0,3,2,1,1
33716,222.01,214.6,1,1,1,1,1,0,1,1,0,1. Urbana,171.0,0.0,0.0,13,40,0.0,0.0,0.0,7,5,0,0
33717,250.48,233.17,1,0,0,1,1,0,1,1,1,1. Urbana,227.0,0.0,0.0,25,71,0.0,0.0,0.0,5,3,0,0
33718,240.86,219.57,1,0,1,1,0,0,1,1,1,1. Urbana,50.0,0.0,0.0,8,22,0.0,0.0,0.0,5,4,0,0
33719,227.99,215.39,1,0,0,1,1,0,1,1,0,2. Rural,25.0,0.0,0.0,8,8,0.0,0.0,0.0,5,3,1,1
33720,240.38,220.64,1,0,0,1,0,0,1,1,0,2. Rural,25.0,0.0,0.0,5,15,0.0,0.0,0.0,4,3,1,1
33721,239.12,231.4,1,0,0,1,1,0,1,1,1,1. Urbana,42.0,0.0,0.0,6,22,0.0,0.0,0.0,5,3,0,0
33722,228.74,219.5,1,0,1,1,1,0,1,1,1,1. Urbana,170.0,0.0,0.0,15,56,0.0,0.0,0.0,6,4,0,0
33723,211.36,206.5,0,0,0,1,0,0,1,1,0,2. Rural,10.0,0.0,0.0,5,6,0.0,0.0,0.0,3,2,1,1
33724,235.61,211.01,0,0,1,1,0,0,1,1,0,2. Rural,25.0,0.0,0.0,4,15,0.0,0.0,0.0,4,3,1,1
33725,246.21,222.8,1,0,1,1,1,0,1,1,1,1. Urbana,122.0,0.0,0.0,13,52,0.0,0.0,0.0,6,4,0,0
33726,224.06,212.35,1,0,1,1,1,0,1,1,1,1. Urbana,70.0,0.0,0.0,7,38,0.0,0.0,0.0,6,4,0,0
33727,253.75,243.75,1,0,1,1,1,1,1,1,0,1. Urbana,107.0,0.0,0.0,14,50,0.0,0.0,0.0,7,4,0,0
33728,252.88,236.95,1,0,1,1,1,0,1,1,1,1. Urbana,49.0,0.0,0.0,13,38,0.0,0.0,0.0,6,4,0,0
33729,201.97,191.2,1,0,1,1,1,0,1,1,0,2. Rural,57.0,0.0,0.0,5,19,0.0,0.0,0.0,6,4,1,1
33730,223.14,214.43,1,0,0,1,1,0,1,1,0,1. Urbana,28.0,0.0,0.0,5,20,0.0,0.0,0.0,5,3,0,0
33731,232.84,233.92,1,0,1,1,1,0,1,1,0,1. Urbana,56.0,0.0,0.0,7,27,0.0,0.0,0.0,6,4,0,0
33732,220.16,208.51,1,0,1,1,1,0,1,1,1,1. Urbana,119.0,0.0,0.0,12,36,0.0,0.0,0.0,6,4,0,0
33733,235.58,219.85,1,1,1,1,1,0,1,1,1,1. Urbana,52.0,0.0,0.0,10,28,0.0,0.0,0.0,7,5,0,0
33734,243.18,231.41,1,0,1,1,1,0,1,1,1,1. Urbana,125.0,0.0,0.0,17,53,0.0,0.0,0.0,6,4,0,0
33735,235.82,216.49,0,0,0,1,0,0,1,1,1,2. Rural,23.0,0.0,0.0,5,19,0.0,0.0,0.0,3,2,1,1
33736,219.07,200.08,1,0,1,1,1,0,1,1,1,1. Urbana,59.0,0.0,0.0,16,35,0.0,0.0,0.0,6,4,0,0
33737,219.81,214.52,1,0,1,1,1,0,1,1,0,1. Urbana,24.0,0.0,0.0,5,20,0.0,0.0,0.0,6,4,0,0
33738,236.83,226.37,1,0,0,0,0,0,1,1,1,1. Urbana,194.0,0.0,0.0,18,61,0.0,0.0,0.0,3,2,0,0
33739,253.59,230.46,1,0,0,1,0,0,1,1,0,1. Urbana,25.0,0.0,0.0,4,13,0.0,0.0,0.0,4,3,0,0
33740,266.26,257.4,1,0,1,1,1,0,1,1,1,1. Urbana,229.0,0.0,0.0,28,115,0.0,0.0,0.0,6,4,0,0
33741,237.68,234.5,1,0,1,1,1,0,1,1,1,1. Urbana,175.0,0.0,0.0,25,80,0.0,0.0,0.0,6,4,0,0
33742,228.35,219.77,1,0,1,1,1,0,1,1,1,1. Urbana,132.0,0.0,0.0,15,53,0.0,0.0,0.0,6,4,0,0
33743,232.69,226.86,1,0,1,1,1,1,1,1,1,1. Urbana,161.0,0.0,0.0,26,66,0.0,0.0,0.0,7,4,0,0
33744,252.52,239.86,1,0,0,1,1,0,1,1,0,2. Rural,45.0,0.0,0.0,4,17,0.0,0.0,0.0,5,3,1,1
33745,229.0,233.73,0,0,1,1,0,0,1,1,1,2. Rural,61.0,0.0,0.0,5,21,0.0,0.0,0.0,4,3,1,1
33746,263.49,261.11,1,1,1,1,1,0,1,1,0,1. Urbana,43.0,0.0,0.0,7,22,0.0,0.0,0.0,7,5,0,0
33747,233.45,226.02,1,0,0,1,1,0,1,1,0,1. Urbana,138.0,0.0,0.0,16,73,0.0,0.0,0.0,5,3,0,0
33748,225.5,215.37,1,0,1,1,1,1,1,1,0,1. Urbana,41.0,0.0,0.0,5,20,0.0,0.0,0.0,7,4,0,0
33749,225.17,207.27,1,0,1,1,1,0,1,1,1,1. Urbana,85.0,0.0,0.0,9,34,0.0,0.0,0.0,6,4,0,0
33750,256.79,252.42,1,0,0,1,0,1,1,1,0,1. Urbana,38.0,0.0,0.0,10,28,0.0,0.0,0.0,5,3,0,0
33751,193.94,187.62,1,0,1,1,1,0,1,1,0,1. Urbana,76.0,0.0,0.0,8,18,0.0,0.0,0.0,6,4,0,0
33752,203.16,196.9,1,1,0,1,1,0,1,1,1,1. Urbana,97.0,0.0,0.0,13,39,0.0,0.0,0.0,6,4,0,0
33753,230.31,229.23,1,0,1,1,1,0,1,1,1,1. Urbana,94.0,0.0,0.0,16,38,0.0,0.0,0.0,6,4,0,0
33754,238.73,225.75,1,0,0,0,0,0,1,1,1,1. Urbana,113.0,0.0,0.0,18,65,0.0,0.0,0.0,3,2,0,0
33755,212.31,209.1,1,0,1,1,1,0,1,1,0,1. Urbana,113.0,0.0,0.0,14,34,0.0,0.0,0.0,6,4,0,0
33756,250.92,219.24,1,0,1,1,1,0,1,1,0,2. Rural,37.0,0.0,0.0,7,12,0.0,0.0,0.0,6,4,1,1
33757,253.11,221.03,1,0,1,1,1,0,1,1,1,1. Urbana,45.0,0.0,0.0,5,33,0.0,0.0,0.0,6,4,0,0
33758,262.51,244.3,1,0,1,1,0,1,1,1,1,2. Rural,59.0,0.0,0.0,10,33,0.0,0.0,0.0,6,4,1,1
33759,202.68,203.57,1,1,1,1,1,0,1,1,1,1. Urbana,69.0,0.0,0.0,10,44,0.0,0.0,0.0,7,5,0,0
33760,203.61,205.43,1,1,1,1,1,1,1,1,1,2. Rural,52.0,0.0,0.0,8,36,0.0,0.0,0.0,8,5,1,1
33761,226.65,208.04,1,0,1,1,1,0,1,1,1,1. Urbana,103.0,0.0,0.0,11,35,0.0,0.0,0.0,6,4,0,0
33762,224.84,223.88,1,1,1,1,1,0,1,1,1,1. Urbana,110.0,0.0,0.0,15,50,0.0,0.0,0.0,7,5,0,0
33763,258.39,249.24,1,0,0,0,1,0,1,1,0,1. Urbana,244.0,0.0,0.0,16,55,0.0,0.0,0.0,4,2,0,0
33764,257.91,248.79,1,1,1,1,1,0,1,1,1,1. Urbana,268.0,0.0,0.0,24,75,0.0,0.0,0.0,7,5,0,0
33765,228.53,201.63,0,0,1,1,1,0,1,1,1,2. Rural,46.0,0.0,0.0,6,30,0.0,0.0,0.0,5,3,1,1
33766,208.21,188.83,0,0,0,1,0,1,1,1,0,2. Rural,12.0,0.0,0.0,3,11,0.0,0.0,0.0,4,2,1,1
33767,201.65,213.76,1,0,1,1,0,0,1,1,1,2. Rural,47.0,0.0,0.0,8,24,0.0,0.0,0.0,5,4,1,1
33768,234.87,222.7,0,0,0,1,1,0,1,1,1,2. Rural,92.0,0.0,0.0,8,30,0.0,0.0,0.0,4,2,1,1
33769,224.92,198.88,1,1,1,1,1,0,1,1,1,1. Urbana,50.0,0.0,0.0,11,34,0.0,0.0,0.0,7,5,0,0
33770,214.85,204.72,0,0,1,1,1,1,1,1,0,1. Urbana,176.0,0.0,0.0,19,50,0.0,0.0,0.0,6,3,0,0
33771,240.95,209.83,0,0,0,1,0,0,1,1,0,1. Urbana,15.0,0.0,0.0,5,11,0.0,0.0,0.0,3,2,0,0
33772,199.73,188.76,0,1,1,1,1,1,1,1,0,1. Urbana,173.0,0.0,0.0,33,69,0.0,0.0,0.0,7,4,0,0
33773,201.27,211.92,0,0,1,1,0,0,1,1,0,2. Rural,15.0,0.0,0.0,5,13,0.0,0.0,0.0,4,3,1,1
33774,238.3,230.98,1,0,1,1,1,0,1,1,1,1. Urbana,62.0,0.0,0.0,11,46,0.0,0.0,0.0,6,4,0,0
33775,238.02,241.52,1,0,1,1,1,0,1,1,1,1. Urbana,138.0,0.0,0.0,16,60,0.0,0.0,0.0,6,4,0,0
33776,243.5,223.51,1,0,1,1,1,1,1,1,1,1. Urbana,99.0,0.0,0.0,18,57,0.0,0.0,0.0,7,4,0,0
33777,211.55,178.74,1,0,1,1,1,0,1,1,1,2. Rural,46.0,0.0,0.0,7,20,0.0,0.0,0.0,6,4,1,1
33778,257.71,219.43,0,0,1,1,1,0,1,1,1,2. Rural,46.0,0.0,0.0,7,31,0.0,0.0,0.0,5,3,1,1
33779,231.25,213.82,1,0,1,1,1,0,1,1,1,2. Rural,47.0,0.0,0.0,9,29,0.0,0.0,0.0,6,4,1,1
33780,218.48,210.1,0,0,0,1,0,0,1,1,0,2. Rural,20.0,0.0,0.0,5,14,0.0,0.0,0.0,3,2,1,1
33781,249.36,238.5,1,0,1,1,1,1,1,1,1,1. Urbana,102.0,0.0,0.0,16,55,0.0,0.0,0.0,7,4,0,0
33782,211.67,213.48,1,0,0,1,1,0,1,1,0,1. Urbana,50.0,0.0,0.0,9,45,0.0,0.0,0.0,5,3,0,0
33783,232.65,234.84,1,0,1,1,1,0,1,1,1,1. Urbana,46.0,0.0,0.0,6,36,0.0,0.0,0.0,6,4,0,0
33784,224.4,211.98,0,0,1,1,1,0,1,1,1,2. Rural,51.0,0.0,0.0,7,34,0.0,0.0,0.0,5,3,1,1
33785,221.99,216.21,1,0,1,1,1,0,1,1,1,2. Rural,47.0,0.0,0.0,8,29,0.0,0.0,0.0,6,4,1,1
33786,220.8,220.23,1,0,1,1,1,1,1,1,1,1. Urbana,183.0,0.0,0.0,23,69,0.0,0.0,0.0,7,4,0,0
33787,216.14,210.61,1,1,1,1,1,0,1,1,1,1. Urbana,150.0,0.0,0.0,15,59,0.0,0.0,0.0,7,5,0,0
33788,223.02,216.66,1,0,1,1,1,0,1,1,1,1. Urbana,112.0,0.0,0.0,8,43,0.0,0.0,0.0,6,4,0,0
33789,224.97,213.66,1,0,0,1,1,0,1,1,1,1. Urbana,79.0,0.0,0.0,8,31,0.0,0.0,0.0,5,3,0,0
33790,212.7,210.65,1,0,1,1,1,1,1,1,1,1. Urbana,105.0,0.0,0.0,12,48,0.0,0.0,0.0,7,4,0,0
33791,214.23,214.44,1,0,0,1,1,0,0,1,1,1. Urbana,32.0,0.0,0.0,9,26,0.0,0.0,0.0,4,2,0,0
33792,216.72,194.62,0,1,0,1,0,0,1,1,1,1. Urbana,156.0,0.0,0.0,21,78,0.0,0.0,0.0,4,3,0,0
33793,256.26,240.28,1,0,0,1,1,0,1,1,1,2. Rural,60.0,0.0,0.0,7,34,0.0,0.0,0.0,5,3,1,1
33794,258.7,244.72,0,0,1,1,1,0,1,1,1,1. Urbana,137.0,0.0,0.0,28,51,0.0,0.0,0.0,5,3,0,0
33795,254.2,249.92,0,0,1,1,1,0,1,1,0,1. Urbana,62.0,0.0,0.0,8,33,0.0,0.0,0.0,5,3,0,0
33796,255.06,244.72,1,0,1,1,1,0,1,1,1,1. Urbana,188.0,0.0,0.0,16,59,0.0,0.0,0.0,6,4,0,0
33797,258.97,241.62,1,1,1,1,1,0,1,1,1,1. Urbana,219.0,0.0,0.0,19,63,0.0,0.0,0.0,7,5,0,0
33798,224.96,217.77,0,0,1,1,0,0,1,1,0,1. Urbana,33.0,0.0,0.0,6,18,0.0,0.0,0.0,4,3,0,0
33799,269.24,251.73,1,0,1,1,1,0,1,1,0,1. Urbana,40.0,0.0,0.0,9,23,0.0,0.0,0.0,6,4,0,0
33800,242.75,234.76,1,0,1,1,1,0,1,1,0,1. Urbana,101.0,0.0,0.0,12,44,0.0,0.0,0.0,6,4,0,0
33801,233.11,223.16,1,0,0,1,1,0,1,1,0,1. Urbana,103.0,0.0,0.0,11,60,0.0,0.0,0.0,5,3,0,0
33802,260.36,256.56,1,0,1,1,1,0,1,1,1,1. Urbana,149.0,0.0,0.0,15,59,0.0,0.0,0.0,6,4,0,0
33803,238.92,235.76,1,0,1,0,1,0,1,1,0,1. Urbana,60.0,0.0,0.0,13,33,0.0,0.0,0.0,5,3,0,0
33804,237.28,236.19,1,0,1,1,1,0,1,1,0,1. Urbana,75.0,0.0,0.0,6,33,0.0,0.0,0.0,6,4,0,0
33805,253.85,243.91,0,0,1,1,1,0,1,1,0,1. Urbana,112.0,0.0,0.0,10,36,0.0,0.0,0.0,5,3,0,0
33806,265.23,261.19,1,0,1,1,1,0,1,1,1,1. Urbana,112.0,0.0,0.0,13,41,0.0,0.0,0.0,6,4,0,0
33807,232.26,223.7,1,0,1,1,1,0,1,1,0,1. Urbana,105.0,0.0,0.0,10,51,0.0,0.0,0.0,6,4,0,0
33808,259.75,254.71,1,0,1,1,1,1,1,1,1,1. Urbana,159.0,0.0,0.0,19,62,0.0,0.0,0.0,7,4,0,0
33809,266.13,261.81,1,0,1,1,1,0,1,1,0,1. Urbana,162.0,0.0,0.0,17,59,0.0,0.0,0.0,6,4,0,0
33810,245.96,237.99,1,0,1,1,1,0,1,1,0,1. Urbana,158.0,0.0,0.0,17,58,0.0,0.0,0.0,6,4,0,0
33811,227.87,208.61,1,1,1,1,1,0,1,1,0,1. Urbana,75.0,0.0,0.0,7,29,0.0,0.0,0.0,7,5,0,0
33812,216.05,211.36,1,0,1,1,1,1,1,1,1,1. Urbana,94.0,0.0,0.0,14,57,0.0,0.0,0.0,7,4,0,0
33813,231.09,214.63,1,0,1,1,1,0,1,1,0,1. Urbana,70.0,0.0,0.0,11,48,0.0,0.0,0.0,6,4,0,0
33814,226.77,222.59,1,0,1,1,0,0,1,1,0,1. Urbana,107.0,0.0,0.0,9,48,0.0,0.0,0.0,5,4,0,0
33815,236.42,226.6,1,0,1,1,1,0,1,1,0,1. Urbana,154.0,0.0,0.0,16,68,0.0,0.0,0.0,6,4,0,0
33816,240.96,237.78,1,0,0,1,0,0,1,1,0,1. Urbana,73.0,0.0,0.0,6,18,0.0,0.0,0.0,4,3,0,0
33817,243.86,233.44,0,0,0,1,1,0,1,1,0,1. Urbana,177.0,0.0,0.0,14,59,0.0,0.0,0.0,4,2,0,0
33818,234.45,231.63,0,0,1,1,0,0,1,1,0,1. Urbana,141.0,0.0,0.0,12,37,0.0,0.0,0.0,4,3,0,0
33819,221.15,216.09,0,0,0,1,0,0,1,1,0,1. Urbana,15.0,0.0,0.0,4,12,0.0,0.0,0.0,3,2,0,0
33820,235.67,237.24,0,0,1,1,0,0,1,1,0,1. Urbana,27.0,0.0,0.0,8,22,0.0,0.0,0.0,4,3,0,0
33821,239.3,244.59,0,0,1,1,0,0,1,1,1,1. Urbana,30.0,0.0,0.0,7,23,0.0,0.0,0.0,4,3,0,0
33822,229.45,220.79,1,0,1,1,0,1,1,1,1,1. Urbana,51.0,0.0,0.0,15,39,0.0,0.0,0.0,6,4,0,0
33823,240.02,225.76,0,0,0,1,0,0,1,1,1,1. Urbana,18.0,0.0,0.0,4,13,0.0,0.0,0.0,3,2,0,0
33824,221.23,216.92,0,0,0,1,0,1,1,1,1,1. Urbana,15.0,0.0,0.0,4,11,0.0,0.0,0.0,4,2,0,0
33825,236.37,230.24,1,1,1,1,1,0,1,1,0,1. Urbana,148.0,0.0,0.0,12,35,0.0,0.0,0.0,7,5,0,0
33826,237.71,229.22,0,0,1,1,1,0,1,1,0,2. Rural,68.0,0.0,0.0,1,25,0.0,0.0,0.0,5,3,1,1
33827,267.59,256.39,0,0,1,1,1,1,1,1,1,2. Rural,64.0,0.0,0.0,8,23,0.0,0.0,0.0,6,3,1,1
33828,270.58,249.56,1,0,0,1,1,0,1,1,1,2. Rural,49.0,0.0,0.0,6,21,0.0,0.0,0.0,5,3,1,1
33829,251.84,243.92,1,0,1,1,1,1,1,1,1,1. Urbana,138.0,0.0,0.0,13,42,0.0,0.0,0.0,7,4,0,0
33830,238.26,225.33,1,1,1,1,1,0,1,1,0,1. Urbana,111.0,0.0,0.0,15,53,0.0,0.0,0.0,7,5,0,0
33831,221.15,215.17,1,0,1,1,1,0,1,1,0,1. Urbana,72.0,0.0,0.0,9,25,0.0,0.0,0.0,6,4,0,0
33832,260.72,237.74,1,0,1,1,1,0,1,1,0,1. Urbana,88.0,0.0,0.0,11,27,0.0,0.0,0.0,6,4,0,0
33833,225.05,212.82,1,0,1,1,1,0,1,1,0,1. Urbana,129.0,0.0,0.0,14,29,0.0,0.0,0.0,6,4,0,0
33834,238.58,222.25,0,0,1,1,1,0,1,1,0,1. Urbana,164.0,0.0,0.0,20,51,0.0,0.0,0.0,5,3,0,0
33835,219.96,211.05,1,0,0,1,1,0,1,1,0,1. Urbana,120.0,0.0,0.0,10,35,0.0,0.0,0.0,5,3,0,0
33836,249.97,259.37,0,0,1,1,1,0,1,1,0,1. Urbana,90.0,0.0,0.0,7,31,0.0,0.0,0.0,5,3,0,0
33837,232.41,235.05,0,0,1,1,1,0,1,1,0,1. Urbana,24.0,0.0,0.0,3,15,0.0,0.0,0.0,5,3,0,0
33838,206.85,197.82,0,0,1,0,1,0,1,1,1,2. Rural,89.0,0.0,0.0,9,38,0.0,0.0,0.0,4,2,1,1
33839,201.1,209.02,1,1,0,1,1,0,1,1,1,2. Rural,46.0,0.0,0.0,9,30,0.0,0.0,0.0,6,4,1,1
33840,235.53,219.91,1,0,0,1,1,0,1,1,1,2. Rural,49.0,0.0,0.0,9,33,0.0,0.0,0.0,5,3,1,1
33841,205.43,220.4,1,0,1,1,1,0,1,1,0,2. Rural,20.0,0.0,0.0,7,31,0.0,0.0,0.0,6,4,1,1
