,final_mat,final_pt,in_laboratorio_informatica,in_laboratorio_ciencias,in_quadra_esportes,in_cozinha,in_biblioteca,in_sala_leitura,in_internet,in_alimentacao,tp_atividade_complementar,tp_localizacao,num_proffundamental,num_matri_fund_total_geral,num_turmas_fund_total_geral,nu_salas_utilizadas,nu_funcionarios,num_matri_fund_5a8,rural
21545,262.83,281.57,1,1,0,1,1,0,1,1,1,1. Urbana,101.0,0.0,0.0,11,66,0.0,0
21546,271.64,279.85,1,1,1,1,1,0,1,1,1,1. Urbana,45.0,0.0,0.0,10,32,0.0,0
21547,225.82,251.86,1,0,1,1,1,0,1,1,1,1. Urbana,44.0,0.0,0.0,17,33,0.0,0
21548,278.17,292.89,1,1,1,1,1,0,1,1,1,1. Urbana,50.0,0.0,0.0,8,31,0.0,0
21549,288.93,287.26,1,1,1,1,1,0,1,1,1,1. Urbana,100.0,0.0,0.0,14,54,0.0,0
21550,284.81,289.78,1,0,1,1,1,0,1,1,1,1. Urbana,107.0,0.0,0.0,15,68,0.0,0
21551,290.49,288.43,1,0,1,1,1,0,1,1,0,1. Urbana,87.0,0.0,0.0,9,37,0.0,0
21552,258.78,266.71,1,1,1,1,1,0,1,1,0,2. Rural,34.0,0.0,0.0,6,22,0.0,1
21553,298.82,298.3,1,1,1,1,1,0,1,1,1,1. Urbana,127.0,0.0,0.0,15,61,0.0,0
21554,300.47,296.73,1,1,1,1,1,1,1,1,1,1. Urbana,179.0,0.0,0.0,52,136,0.0,0
21555,255.62,257.69,1,0,1,1,1,0,1,1,1,2. Rural,16.0,0.0,0.0,7,22,0.0,1
21556,234.25,230.14,1,0,0,1,0,1,1,1,1,1. Urbana,114.0,0.0,0.0,18,57,0.0,0
21557,287.69,274.21,1,1,1,1,1,0,1,1,0,1. Urbana,72.0,0.0,0.0,13,69,0.0,0
21558,248.99,256.63,1,1,1,1,1,0,1,1,1,1. Urbana,50.0,0.0,0.0,10,25,0.0,0
21559,255.68,256.15,1,1,1,1,1,1,1,1,1,1. Urbana,71.0,0.0,0.0,9,43,0.0,0
21560,274.81,290.84,1,0,1,1,1,1,1,1,1,1. Urbana,79.0,0.0,0.0,13,42,0.0,0
21561,282.11,282.12,0,0,1,1,1,0,1,1,0,1. Urbana,61.0,0.0,0.0,8,33,0.0,0
21562,272.26,267.96,1,0,1,1,1,0,1,1,1,1. Urbana,87.0,0.0,0.0,12,45,0.0,0
21563,267.18,269.12,1,0,1,1,0,1,1,1,1,1. Urbana,92.0,0.0,0.0,9,41,0.0,0
21564,336.86,310.85,1,0,1,1,1,0,1,1,1,1. Urbana,61.0,0.0,0.0,9,34,0.0,0
21565,310.65,293.85,1,0,1,1,1,0,1,1,1,1. Urbana,61.0,0.0,0.0,7,25,0.0,0
21566,283.54,284.39,1,1,1,1,1,0,1,1,0,1. Urbana,73.0,0.0,0.0,14,46,0.0,0
21567,272.0,264.39,1,0,1,1,0,1,1,1,1,1. Urbana,76.0,0.0,0.0,16,47,0.0,0
21568,290.9,265.36,1,0,1,1,1,1,1,1,1,2. Rural,43.0,0.0,0.0,6,22,0.0,1
21569,290.11,282.49,1,1,1,1,1,0,1,1,1,1. Urbana,33.0,0.0,0.0,10,50,0.0,0
21570,264.86,265.12,1,1,0,1,1,0,1,1,1,1. Urbana,71.0,0.0,0.0,11,43,0.0,0
21571,260.32,258.57,1,0,1,1,1,0,1,1,0,2. Rural,30.0,0.0,0.0,6,15,0.0,1
21572,292.33,277.28,0,0,1,1,1,0,1,1,1,2. Rural,12.0,0.0,0.0,5,13,0.0,1
21573,263.82,280.7,1,1,1,1,1,0,1,1,0,1. Urbana,81.0,0.0,0.0,20,89,0.0,0
21574,238.51,236.54,1,0,0,1,1,0,1,1,0,2. Rural,51.0,0.0,0.0,17,33,0.0,1
21575,259.07,270.18,1,0,1,1,1,1,1,1,0,2. Rural,45.0,0.0,0.0,10,27,0.0,1
21576,237.29,246.76,1,0,0,1,1,1,1,1,0,2. Rural,29.0,0.0,0.0,16,26,0.0,1
21577,236.06,242.4,1,1,1,1,1,0,1,1,0,1. Urbana,38.0,0.0,0.0,7,28,0.0,0
21578,217.05,221.93,1,0,1,1,1,0,1,1,0,1. Urbana,48.0,0.0,0.0,9,40,0.0,0
21579,274.23,287.57,1,1,1,1,1,1,1,1,0,1. Urbana,75.0,0.0,0.0,17,84,0.0,0
21580,253.2,269.87,1,1,1,1,1,1,1,1,0,1. Urbana,90.0,0.0,0.0,10,38,0.0,0
21581,218.28,231.88,1,0,1,1,1,0,1,1,0,1. Urbana,57.0,0.0,0.0,11,45,0.0,0
21582,288.08,271.24,1,1,1,1,1,1,1,1,0,1. Urbana,35.0,0.0,0.0,11,45,0.0,0
21583,289.03,274.89,1,0,1,1,1,0,1,1,1,1. Urbana,60.0,0.0,0.0,6,27,0.0,0
21584,286.41,272.64,1,0,0,1,1,0,1,1,1,2. Rural,28.0,0.0,0.0,2,19,0.0,1
21585,293.22,280.59,1,1,1,1,1,0,1,1,0,1. Urbana,70.0,0.0,0.0,8,24,0.0,0
21586,295.33,281.17,1,1,1,1,1,0,1,1,1,1. Urbana,228.0,0.0,0.0,22,111,0.0,0
21587,281.4,281.13,1,0,1,1,1,0,1,1,1,1. Urbana,58.0,0.0,0.0,8,35,0.0,0
21588,279.68,267.69,1,0,1,1,1,0,1,1,1,1. Urbana,101.0,0.0,0.0,11,31,0.0,0
21589,286.59,278.73,1,1,1,1,1,0,1,1,1,1. Urbana,124.0,0.0,0.0,10,49,0.0,0
21590,290.49,281.81,1,1,1,1,1,0,1,1,1,1. Urbana,104.0,0.0,0.0,10,44,0.0,0
21591,276.41,262.8,1,1,0,1,1,0,1,1,0,1. Urbana,30.0,0.0,0.0,6,21,0.0,0
21592,302.84,298.89,1,1,1,1,1,1,1,1,1,1. Urbana,39.0,0.0,0.0,9,34,0.0,0
21593,296.81,303.92,1,1,1,1,1,0,1,1,0,1. Urbana,64.0,0.0,0.0,11,41,0.0,0
21594,268.33,259.85,1,0,1,1,1,0,1,1,0,1. Urbana,82.0,0.0,0.0,12,37,0.0,0
21595,242.25,225.83,1,0,0,1,1,0,1,1,1,1. Urbana,58.0,0.0,0.0,12,28,0.0,0
21596,240.9,246.59,1,0,1,1,1,0,1,1,1,1. Urbana,78.0,0.0,0.0,11,33,0.0,0
21597,225.53,232.83,1,1,1,1,1,0,1,1,0,2. Rural,35.0,0.0,0.0,7,29,0.0,1
21598,267.84,275.54,1,1,1,1,1,1,1,1,0,1. Urbana,76.0,0.0,0.0,18,82,0.0,0
21599,237.51,246.7,0,0,1,1,1,1,1,1,0,1. Urbana,100.0,0.0,0.0,12,39,0.0,0
21600,257.33,249.44,1,1,1,1,1,0,1,1,0,1. Urbana,60.0,0.0,0.0,13,42,0.0,0
21601,275.39,264.59,1,1,1,1,1,0,1,1,1,1. Urbana,69.0,0.0,0.0,16,58,0.0,0
21602,255.95,258.68,1,0,0,1,1,0,1,1,1,2. Rural,31.0,0.0,0.0,6,21,0.0,1
21603,243.16,254.35,1,0,1,1,1,0,1,1,0,1. Urbana,40.0,0.0,0.0,10,33,0.0,0
21604,286.37,273.62,1,1,1,1,1,0,1,1,0,1. Urbana,38.0,0.0,0.0,10,43,0.0,0
21605,250.92,236.69,1,1,1,1,1,0,1,1,0,1. Urbana,34.0,0.0,0.0,9,29,0.0,0
21606,279.39,266.85,1,0,0,1,1,0,1,1,0,1. Urbana,83.0,0.0,0.0,8,30,0.0,0
21607,207.58,228.06,1,0,0,1,1,0,1,1,0,1. Urbana,46.0,0.0,0.0,6,23,0.0,0
21608,237.59,244.27,1,0,1,1,0,1,1,1,1,1. Urbana,37.0,0.0,0.0,9,26,0.0,0
21609,284.14,278.65,1,0,1,1,1,0,1,1,1,1. Urbana,70.0,0.0,0.0,6,26,0.0,0
21610,265.13,282.43,1,0,1,1,1,0,1,1,1,1. Urbana,60.0,0.0,0.0,7,32,0.0,0
21611,278.64,266.47,1,0,1,1,1,0,1,1,1,1. Urbana,114.0,0.0,0.0,11,53,0.0,0
21612,272.84,281.69,1,0,1,1,1,0,1,1,1,1. Urbana,59.0,0.0,0.0,7,37,0.0,0
21613,238.8,239.44,0,1,1,1,1,0,1,1,1,1. Urbana,54.0,0.0,0.0,13,34,0.0,0
21614,278.68,286.19,1,1,1,1,1,0,1,1,1,1. Urbana,58.0,0.0,0.0,10,45,0.0,0
21615,263.55,233.11,1,1,1,1,1,0,1,1,0,1. Urbana,28.0,0.0,0.0,5,18,0.0,0
21616,256.19,262.29,1,1,1,1,1,0,1,1,0,1. Urbana,36.0,0.0,0.0,5,19,0.0,0
21617,278.21,273.29,1,0,1,1,1,0,1,1,0,1. Urbana,62.0,0.0,0.0,9,31,0.0,0
21618,256.12,249.48,1,0,1,1,1,0,1,1,0,1. Urbana,31.0,0.0,0.0,5,17,0.0,0
21619,295.03,290.54,1,0,1,1,1,0,1,1,0,1. Urbana,116.0,0.0,0.0,16,49,0.0,0
21620,300.33,300.39,1,0,1,1,0,1,1,1,0,1. Urbana,118.0,0.0,0.0,13,44,0.0,0
21621,266.82,272.15,1,0,1,1,1,0,1,1,1,1. Urbana,108.0,0.0,0.0,11,56,0.0,0
21622,288.02,285.73,1,1,1,1,1,0,1,1,0,1. Urbana,78.0,0.0,0.0,13,45,0.0,0
21623,304.6,288.34,1,0,1,1,1,0,1,1,1,1. Urbana,131.0,0.0,0.0,16,47,0.0,0
21624,282.54,274.71,1,0,1,1,1,0,1,1,1,1. Urbana,82.0,0.0,0.0,9,37,0.0,0
21625,214.64,236.86,1,1,0,1,1,0,1,1,1,1. Urbana,17.0,0.0,0.0,5,22,0.0,0
21626,270.28,267.82,1,1,1,1,1,0,1,1,1,1. Urbana,32.0,0.0,0.0,20,44,0.0,0
21627,232.81,226.1,0,0,0,1,0,1,1,1,0,2. Rural,29.0,0.0,0.0,9,18,0.0,1
21628,266.24,285.01,1,1,1,1,1,0,1,1,0,1. Urbana,66.0,0.0,0.0,9,34,0.0,0
21629,244.51,235.66,1,0,0,1,1,1,1,1,0,2. Rural,66.0,0.0,0.0,6,35,0.0,1
21630,265.82,259.51,1,1,1,1,1,0,1,1,0,2. Rural,30.0,0.0,0.0,8,18,0.0,1
21631,265.46,284.63,1,0,0,1,1,0,1,1,0,1. Urbana,32.0,0.0,0.0,11,37,0.0,0
21632,261.2,263.97,1,0,1,1,1,0,1,1,1,1. Urbana,182.0,0.0,0.0,19,70,0.0,0
21633,258.18,252.83,1,0,1,1,1,0,1,1,1,1. Urbana,117.0,0.0,0.0,13,51,0.0,0
21634,272.27,256.59,1,0,1,1,1,0,1,1,1,1. Urbana,86.0,0.0,0.0,7,39,0.0,0
21635,274.13,281.3,1,1,1,1,1,1,1,1,0,1. Urbana,87.0,0.0,0.0,11,40,0.0,0
21636,244.53,265.06,1,0,1,1,1,0,1,1,0,1. Urbana,45.0,0.0,0.0,11,27,0.0,0
21637,276.16,261.79,1,1,1,1,1,1,1,1,0,1. Urbana,80.0,0.0,0.0,16,78,0.0,0
21638,238.34,233.47,0,0,0,1,1,0,1,1,1,1. Urbana,38.0,0.0,0.0,8,30,0.0,0
21639,252.49,259.81,1,0,0,1,1,0,1,1,1,1. Urbana,42.0,0.0,0.0,7,25,0.0,0
21640,227.41,222.64,1,0,1,1,1,0,1,1,1,1. Urbana,60.0,0.0,0.0,11,55,0.0,0
21641,262.9,247.16,1,1,1,1,1,1,1,1,0,1. Urbana,79.0,0.0,0.0,22,74,0.0,0
21642,323.29,291.68,1,1,0,1,1,0,1,1,0,1. Urbana,32.0,0.0,0.0,5,18,0.0,0
21643,259.92,256.59,1,0,1,1,1,0,1,1,1,1. Urbana,94.0,0.0,0.0,19,39,0.0,0
21644,270.65,274.85,1,0,1,1,1,0,1,1,1,1. Urbana,149.0,0.0,0.0,18,58,0.0,0
21645,289.61,280.91,1,1,1,1,1,0,1,1,1,1. Urbana,88.0,0.0,0.0,19,80,0.0,0
21646,275.07,262.61,1,0,1,1,1,0,1,1,1,2. Rural,45.0,0.0,0.0,7,28,0.0,1
21647,267.65,251.68,1,1,1,1,1,0,1,1,0,2. Rural,77.0,0.0,0.0,10,28,0.0,1
21648,266.36,259.9,1,0,1,1,1,0,1,1,0,2. Rural,33.0,0.0,0.0,5,22,0.0,1
21649,238.66,257.17,1,0,1,1,1,0,1,1,0,1. Urbana,70.0,0.0,0.0,9,28,0.0,0
21650,267.62,270.19,1,0,1,1,1,0,1,1,0,1. Urbana,74.0,0.0,0.0,9,32,0.0,0
21651,298.13,292.31,1,0,1,1,1,0,1,1,0,1. Urbana,103.0,0.0,0.0,11,35,0.0,0
21652,273.7,267.82,1,0,1,1,1,0,1,1,1,1. Urbana,159.0,0.0,0.0,21,62,0.0,0
21653,251.21,222.13,1,0,1,1,1,0,1,1,1,2. Rural,31.0,0.0,0.0,9,25,0.0,1
21654,247.5,248.57,1,0,0,1,1,0,1,1,0,1. Urbana,37.0,0.0,0.0,1,30,0.0,0
21655,265.54,278.17,1,1,1,1,1,0,1,1,1,1. Urbana,76.0,0.0,0.0,14,47,0.0,0
21656,278.37,286.25,1,1,1,1,1,0,1,1,1,1. Urbana,68.0,0.0,0.0,12,45,0.0,0
21657,261.85,275.7,1,1,1,1,1,0,1,1,0,1. Urbana,104.0,0.0,0.0,18,43,0.0,0
21658,276.51,268.48,1,1,1,1,1,0,1,1,0,1. Urbana,30.0,0.0,0.0,4,21,0.0,0
21659,239.44,229.64,1,0,1,1,1,0,1,1,0,1. Urbana,53.0,0.0,0.0,10,33,0.0,0
21660,272.34,267.29,1,1,1,1,1,0,1,1,1,1. Urbana,59.0,0.0,0.0,11,29,0.0,0
21661,249.9,268.81,1,0,1,1,1,0,1,1,0,1. Urbana,21.0,0.0,0.0,6,27,0.0,0
21662,256.67,264.22,0,0,0,1,1,0,1,1,0,2. Rural,35.0,0.0,0.0,5,22,0.0,1
21663,258.54,255.25,0,0,1,1,1,0,1,1,0,2. Rural,36.0,0.0,0.0,6,21,0.0,1
21664,262.97,254.86,1,0,1,1,1,1,1,1,0,2. Rural,29.0,0.0,0.0,4,15,0.0,1
21665,269.22,258.42,1,0,1,1,1,0,1,1,1,1. Urbana,37.0,0.0,0.0,8,36,0.0,0
21666,265.99,267.24,1,1,1,1,1,1,1,1,1,1. Urbana,106.0,0.0,0.0,24,83,0.0,0
21667,299.55,295.53,1,1,0,1,1,0,1,1,1,1. Urbana,33.0,0.0,0.0,9,30,0.0,0
21668,260.77,273.56,1,1,1,1,1,0,1,1,0,1. Urbana,73.0,0.0,0.0,9,34,0.0,0
21669,255.58,257.78,1,1,1,1,1,0,1,1,0,1. Urbana,95.0,0.0,0.0,18,66,0.0,0
21670,271.73,258.5,1,1,1,1,1,0,1,1,0,1. Urbana,96.0,0.0,0.0,13,53,0.0,0
21671,272.29,259.49,1,1,1,1,1,0,1,1,0,1. Urbana,62.0,0.0,0.0,10,33,0.0,0
21672,261.43,259.43,1,1,1,1,1,0,1,1,1,1. Urbana,94.0,0.0,0.0,15,56,0.0,0
21673,275.39,277.69,1,1,1,1,1,0,1,1,0,1. Urbana,115.0,0.0,0.0,15,59,0.0,0
21674,247.87,261.75,0,0,1,1,1,0,1,1,1,1. Urbana,46.0,0.0,0.0,10,39,0.0,0
21675,289.19,286.52,1,1,1,1,1,0,1,1,0,1. Urbana,50.0,0.0,0.0,13,53,0.0,0
21676,235.88,218.42,1,1,1,1,1,0,1,1,0,1. Urbana,50.0,0.0,0.0,12,26,0.0,0
21677,319.28,302.95,1,0,1,1,1,0,1,1,1,1. Urbana,76.0,0.0,0.0,7,35,0.0,0
21678,272.7,281.2,1,1,1,1,1,0,1,1,0,1. Urbana,38.0,0.0,0.0,10,33,0.0,0
21679,309.47,287.32,1,1,1,1,1,0,1,1,0,1. Urbana,70.0,0.0,0.0,10,35,0.0,0
21680,299.29,286.66,1,1,1,1,1,0,1,1,0,1. Urbana,33.0,0.0,0.0,5,16,0.0,0
21681,301.69,283.93,1,0,1,1,1,0,1,1,1,2. Rural,32.0,0.0,0.0,5,19,0.0,1
21682,293.06,298.24,1,0,1,1,1,0,1,1,0,1. Urbana,50.0,0.0,0.0,9,45,0.0,0
21683,313.85,292.86,1,0,1,1,1,0,1,1,1,1. Urbana,38.0,0.0,0.0,8,21,0.0,0
21684,316.26,298.65,1,0,1,1,1,0,1,1,0,2. Rural,62.0,0.0,0.0,9,45,0.0,1
21685,281.53,280.82,1,0,0,1,1,0,1,1,1,2. Rural,46.0,0.0,0.0,9,27,0.0,1
21686,283.85,285.96,0,0,1,1,1,0,1,1,1,2. Rural,49.0,0.0,0.0,8,29,0.0,1
21687,278.16,268.37,1,0,0,1,1,0,1,1,0,1. Urbana,36.0,0.0,0.0,7,23,0.0,0
21688,289.02,285.58,1,1,1,1,1,0,1,1,0,1. Urbana,80.0,0.0,0.0,15,56,0.0,0
21689,273.41,283.95,1,1,1,1,1,0,1,1,0,1. Urbana,50.0,0.0,0.0,17,89,0.0,0
21690,263.86,248.76,1,0,1,1,1,0,1,1,1,1. Urbana,59.0,0.0,0.0,10,36,0.0,0
21691,294.86,270.36,1,1,1,1,1,0,1,1,0,1. Urbana,72.0,0.0,0.0,9,36,0.0,0
21692,264.86,276.24,1,1,1,1,1,0,1,1,0,1. Urbana,70.0,0.0,0.0,15,55,0.0,0
21693,291.59,288.7,1,0,1,1,1,0,1,1,1,1. Urbana,59.0,0.0,0.0,6,38,0.0,0
21694,265.2,264.68,1,0,1,1,1,1,1,1,1,1. Urbana,71.0,0.0,0.0,12,33,0.0,0
21695,284.99,288.91,1,0,1,1,1,0,1,0,0,1. Urbana,92.0,0.0,0.0,8,22,0.0,0
21696,272.87,278.95,0,0,1,1,1,0,1,1,0,1. Urbana,38.0,0.0,0.0,6,18,0.0,0
21697,290.18,284.58,1,0,1,1,1,0,1,1,0,1. Urbana,85.0,0.0,0.0,10,25,0.0,0
21698,285.51,276.81,1,0,1,1,0,0,1,1,0,1. Urbana,65.0,0.0,0.0,5,19,0.0,0
21699,265.15,267.59,1,0,1,1,1,0,1,1,0,1. Urbana,59.0,0.0,0.0,5,22,0.0,0
21700,261.44,253.14,1,0,1,1,1,0,1,1,1,1. Urbana,122.0,0.0,0.0,20,67,0.0,0
21701,273.79,273.74,1,1,1,1,1,0,1,1,0,1. Urbana,43.0,0.0,0.0,17,65,0.0,0
21702,243.81,238.6,1,0,1,1,1,0,1,1,1,1. Urbana,115.0,0.0,0.0,28,55,0.0,0
21703,265.62,266.23,1,1,1,1,1,0,1,1,1,1. Urbana,155.0,0.0,0.0,18,74,0.0,0
21704,263.19,269.31,1,1,1,1,1,0,1,1,1,1. Urbana,104.0,0.0,0.0,18,62,0.0,0
21705,292.65,290.3,1,1,1,1,1,0,1,1,1,1. Urbana,120.0,0.0,0.0,20,71,0.0,0
21706,275.27,263.24,1,0,0,1,1,0,1,1,1,1. Urbana,38.0,0.0,0.0,5,35,0.0,0
21707,272.04,264.7,1,1,1,1,1,0,1,1,1,1. Urbana,67.0,0.0,0.0,9,44,0.0,0
21708,263.21,260.36,0,0,1,1,1,0,1,1,0,1. Urbana,43.0,0.0,0.0,9,35,0.0,0
21709,254.98,268.67,1,1,1,1,1,0,1,1,0,1. Urbana,93.0,0.0,0.0,31,99,0.0,0
21710,258.49,259.66,0,1,1,1,1,0,1,1,0,1. Urbana,74.0,0.0,0.0,12,62,0.0,0
21711,257.99,250.79,1,0,1,1,1,1,1,1,1,1. Urbana,43.0,0.0,0.0,11,38,0.0,0
21712,244.2,227.21,1,0,1,1,1,0,1,1,0,2. Rural,30.0,0.0,0.0,5,29,0.0,1
21713,249.96,256.1,1,1,0,1,1,0,1,1,1,1. Urbana,34.0,0.0,0.0,12,61,0.0,0
21714,230.27,248.92,1,0,1,1,1,0,1,1,0,1. Urbana,37.0,0.0,0.0,7,20,0.0,0
21715,247.92,264.27,1,1,1,1,1,0,1,1,0,1. Urbana,54.0,0.0,0.0,9,32,0.0,0
21716,282.21,291.41,1,1,1,1,1,0,1,1,0,1. Urbana,94.0,0.0,0.0,26,110,0.0,0
21717,243.3,225.45,0,0,0,1,1,0,1,1,1,2. Rural,39.0,0.0,0.0,6,24,0.0,1
21718,211.19,225.17,1,0,0,1,1,0,0,1,0,1. Urbana,49.0,0.0,0.0,15,48,0.0,0
21719,276.98,289.85,1,1,1,1,1,1,1,1,1,1. Urbana,89.0,0.0,0.0,17,65,0.0,0
21720,240.13,239.79,1,1,1,1,1,0,1,1,0,1. Urbana,90.0,0.0,0.0,15,65,0.0,0
21721,263.43,272.37,1,1,0,1,1,0,1,1,1,1. Urbana,65.0,0.0,0.0,10,35,0.0,0
21722,269.29,268.12,1,0,1,1,1,0,1,1,0,1. Urbana,29.0,0.0,0.0,8,33,0.0,0
21723,242.31,245.17,0,0,1,1,1,1,1,1,0,1. Urbana,54.0,0.0,0.0,12,50,0.0,0
21724,262.08,266.99,1,0,1,1,1,0,1,1,0,1. Urbana,59.0,0.0,0.0,13,52,0.0,0
21725,207.66,214.8,1,1,1,1,1,0,1,1,0,1. Urbana,79.0,0.0,0.0,18,65,0.0,0
21726,260.52,234.08,0,0,0,1,1,0,1,1,0,2. Rural,25.0,0.0,0.0,7,16,0.0,1
21727,251.15,256.13,0,0,1,1,0,0,1,1,0,2. Rural,34.0,0.0,0.0,5,15,0.0,1
21728,275.72,268.92,1,0,0,1,1,1,1,1,1,1. Urbana,41.0,0.0,0.0,11,33,0.0,0
21729,276.81,273.42,1,1,1,1,1,0,1,1,1,1. Urbana,100.0,0.0,0.0,10,42,0.0,0
21730,281.13,269.68,1,0,1,1,1,0,1,1,1,2. Rural,56.0,0.0,0.0,7,32,0.0,1
21731,271.02,270.36,1,1,1,1,1,0,1,1,1,1. Urbana,69.0,0.0,0.0,12,58,0.0,0
21732,275.92,273.1,1,0,1,1,1,0,1,1,1,1. Urbana,74.0,0.0,0.0,10,48,0.0,0
21733,271.25,262.56,1,1,1,1,1,0,1,1,0,1. Urbana,75.0,0.0,0.0,13,64,0.0,0
21734,258.83,273.43,1,0,1,1,1,0,1,1,1,1. Urbana,102.0,0.0,0.0,10,41,0.0,0
21735,279.06,268.17,1,1,1,1,1,0,1,1,1,1. Urbana,168.0,0.0,0.0,14,65,0.0,0
21736,269.88,282.62,1,0,1,1,1,0,1,1,1,1. Urbana,79.0,0.0,0.0,8,42,0.0,0
21737,239.55,251.48,1,0,1,1,1,0,1,1,0,1. Urbana,67.0,0.0,0.0,15,40,0.0,0
21738,270.58,266.32,1,0,1,1,1,0,1,1,1,1. Urbana,86.0,0.0,0.0,16,82,0.0,0
21739,226.61,253.75,1,0,1,1,1,1,1,1,0,2. Rural,58.0,0.0,0.0,7,30,0.0,1
21740,275.01,277.66,1,0,1,1,1,1,1,1,1,1. Urbana,136.0,0.0,0.0,17,53,0.0,0
21741,290.85,279.86,1,1,0,1,1,0,1,1,1,1. Urbana,76.0,0.0,0.0,16,57,0.0,0
21742,287.17,260.46,1,1,1,1,1,0,1,1,1,1. Urbana,37.0,0.0,0.0,1,44,0.0,0
21743,303.66,305.54,1,0,1,1,0,1,1,1,0,2. Rural,33.0,0.0,0.0,7,16,0.0,1
21744,279.01,280.92,1,0,1,1,1,0,1,1,1,2. Rural,75.0,0.0,0.0,8,35,0.0,1
21745,277.47,262.77,1,0,1,1,1,1,1,1,1,1. Urbana,136.0,0.0,0.0,15,53,0.0,0
21746,225.02,213.95,0,0,0,1,1,0,1,1,1,1. Urbana,79.0,0.0,0.0,9,45,0.0,0
21747,254.03,255.02,0,0,0,1,1,0,1,1,1,1. Urbana,71.0,0.0,0.0,7,32,0.0,0
21748,282.93,270.54,1,0,1,1,1,0,1,1,1,1. Urbana,88.0,0.0,0.0,11,39,0.0,0
21749,271.86,260.55,0,0,1,1,1,0,1,1,1,1. Urbana,94.0,0.0,0.0,15,45,0.0,0
21750,280.85,271.64,1,1,1,1,1,0,1,1,0,1. Urbana,55.0,0.0,0.0,14,50,0.0,0
21751,272.55,243.19,1,0,1,1,1,0,1,1,1,1. Urbana,49.0,0.0,0.0,10,28,0.0,0
21752,273.53,270.34,1,0,1,1,1,0,1,1,1,1. Urbana,174.0,0.0,0.0,20,70,0.0,0
21753,265.13,269.41,1,1,1,1,1,0,1,1,1,1. Urbana,48.0,0.0,0.0,6,38,0.0,0
21754,275.25,265.53,1,0,0,1,1,1,1,1,1,1. Urbana,137.0,0.0,0.0,17,53,0.0,0
21755,255.91,251.52,1,0,0,1,0,0,1,1,1,1. Urbana,39.0,0.0,0.0,5,27,0.0,0
21756,260.62,264.11,1,0,0,1,1,0,1,1,0,1. Urbana,120.0,0.0,0.0,14,55,0.0,0
21757,266.56,260.2,1,0,0,1,0,0,1,1,0,2. Rural,11.0,0.0,0.0,3,12,0.0,1
21758,256.14,252.33,1,1,1,1,1,0,1,1,0,1. Urbana,73.0,0.0,0.0,12,45,0.0,0
21759,254.55,269.51,1,0,1,1,1,0,1,1,1,1. Urbana,66.0,0.0,0.0,8,28,0.0,0
21760,256.17,253.5,1,0,1,1,1,0,1,1,1,1. Urbana,117.0,0.0,0.0,11,32,0.0,0
21761,245.57,240.32,1,0,0,1,0,0,0,1,1,1. Urbana,49.0,0.0,0.0,5,20,0.0,0
21762,248.95,246.3,1,1,0,1,1,0,1,1,1,1. Urbana,47.0,0.0,0.0,9,35,0.0,0
21763,222.91,236.64,1,1,1,1,1,1,1,1,0,1. Urbana,40.0,0.0,0.0,8,41,0.0,0
21764,285.31,291.9,1,0,1,1,1,0,1,1,1,1. Urbana,123.0,0.0,0.0,11,40,0.0,0
21765,252.08,253.9,1,0,1,1,1,0,1,1,1,1. Urbana,90.0,0.0,0.0,10,43,0.0,0
21766,229.7,246.64,1,1,1,1,1,0,1,1,0,1. Urbana,26.0,0.0,0.0,10,19,0.0,0
21767,284.79,285.12,1,0,1,1,1,0,1,1,1,1. Urbana,138.0,0.0,0.0,19,46,0.0,0
21768,254.82,267.01,1,0,1,1,0,0,1,1,1,1. Urbana,54.0,0.0,0.0,7,23,0.0,0
21769,203.83,212.68,1,0,1,1,1,0,1,1,1,1. Urbana,121.0,0.0,0.0,10,43,0.0,0
21770,267.65,251.54,1,0,0,1,0,0,1,1,1,1. Urbana,50.0,0.0,0.0,6,22,0.0,0
21771,218.92,202.47,1,0,1,1,1,0,1,1,0,1. Urbana,66.0,0.0,0.0,6,21,0.0,0
21772,265.52,263.74,1,0,0,1,1,0,1,1,0,1. Urbana,82.0,0.0,0.0,10,36,0.0,0
21773,314.16,310.69,1,0,1,1,1,0,1,1,0,1. Urbana,84.0,0.0,0.0,8,34,0.0,0
21774,249.67,271.03,1,0,1,1,1,0,1,1,1,1. Urbana,47.0,0.0,0.0,6,25,0.0,0
21775,255.7,239.25,1,0,1,1,1,0,1,1,1,1. Urbana,58.0,0.0,0.0,7,25,0.0,0
21776,278.58,273.34,1,1,0,1,1,0,1,1,0,1. Urbana,48.0,0.0,0.0,10,37,0.0,0
21777,250.31,258.7,1,0,0,1,1,0,1,1,0,1. Urbana,33.0,0.0,0.0,6,15,0.0,0
21778,224.13,221.4,1,0,0,1,1,0,1,1,0,1. Urbana,41.0,0.0,0.0,6,22,0.0,0
21779,238.29,247.91,0,0,1,1,1,0,1,1,0,1. Urbana,35.0,0.0,0.0,5,31,0.0,0
21780,291.79,288.23,1,1,0,1,1,0,1,1,0,1. Urbana,62.0,0.0,0.0,15,71,0.0,0
21781,287.57,286.86,1,1,1,1,1,0,1,1,0,1. Urbana,51.0,0.0,0.0,10,43,0.0,0
21782,228.84,244.41,1,1,1,1,1,1,1,1,1,1. Urbana,93.0,0.0,0.0,13,59,0.0,0
