"UF","nome","codmun","ano","mes","populacao","pib_capita","nascimentos","mortes","taxa_isolamento"
"PE","Ilha de Itamaracá",260760,2020,3,26672,9654.89,24,15,0.436022521759597
"PE","Ilha de Itamaracá",260760,2020,4,26672,9654.89,25,8,0.523887627103778
"PE","Ilha de Itamaracá",260760,2020,5,26672,9654.89,23,16,0.514908146388195
"PE","Itambé",260765,2020,2,36471,11700.74,58,15,0.307649416114036
"PE","Itambé",260765,2020,3,36471,11700.74,44,27,0.39570496030321
"PE","Itambé",260765,2020,4,36471,11700.74,32,20,0.436361438854728
"PE","Itambé",260765,2020,5,36471,11700.74,31,33,0.433977101553448
"PE","Itapetim",260770,2020,2,13553,7993.96,24,10,0.292671277997407
"PE","Itapetim",260770,2020,3,13553,7993.96,31,10,0.372870678767134
"PE","Itapetim",260770,2020,4,13553,7993.96,17,7,0.371181412373151
"PE","Itapetim",260770,2020,5,13553,7993.96,14,14,0.406394047080422
"PE","Itapissuma",260775,2020,2,26900,59212.96,48,13,0.309316281900865
"PE","Itapissuma",260775,2020,3,26900,59212.96,36,21,0.405990354795908
"PE","Itapissuma",260775,2020,4,26900,59212.96,21,20,0.476637935331581
"PE","Itapissuma",260775,2020,5,26900,59212.96,44,29,0.469056484960021
"PE","Itaquitinga",260780,2020,2,17006,7839.64,24,10,0.279540988215594
"PE","Itaquitinga",260780,2020,3,17006,7839.64,21,10,0.368581694460841
"PE","Itaquitinga",260780,2020,4,17006,7839.64,11,11,0.407166852500018
"PE","Itaquitinga",260780,2020,5,17006,7839.64,10,17,0.414530180447626
"PE","Jaboatão dos Guararapes",260790,2020,2,706867,19149.92,1233,380,0.296995185585837
"PE","Jaboatão dos Guararapes",260790,2020,3,706867,19149.92,915,359,0.414796489499874
"PE","Jaboatão dos Guararapes",260790,2020,4,706867,19149.92,587,507,0.505151618978803
"PE","Jaboatão dos Guararapes",260790,2020,5,706867,19149.92,639,923,0.499749899518373
"PE","Jaqueira",260795,2020,2,11644,9358.82,20,7,0.339541688717455
"PE","Jaqueira",260795,2020,3,11644,9358.82,13,8,0.423814879612724
"PE","Jaqueira",260795,2020,4,11644,9358.82,10,6,0.460053158963712
"PE","Jaqueira",260795,2020,5,11644,9358.82,10,9,0.462282055291156
"PE","Jataúba",260800,2020,2,17228,7303.47,34,12,0.300858297091126
"PE","Jataúba",260800,2020,3,17228,7303.47,41,8,0.373295486537646
"PE","Jataúba",260800,2020,4,17228,7303.47,23,14,0.405972815219061
"PE","Jataúba",260800,2020,5,17228,7303.47,21,12,0.445521030196981
"PE","Jatobá",260805,2020,2,14850,8482.07,24,6,0.299745833955592
"PE","Jatobá",260805,2020,3,14850,8482.07,29,3,0.388545688415627
"PE","Jatobá",260805,2020,4,14850,8482.07,20,9,0.423319137954522
"PE","Jatobá",260805,2020,5,14850,8482.07,24,10,0.406268759956671
"PE","João Alfredo",260810,2020,2,33328,8701.73,56,22,0.27405074412246
"PE","João Alfredo",260810,2020,3,33328,8701.73,33,23,0.348116340880314
"PE","João Alfredo",260810,2020,4,33328,8701.73,26,25,0.389892174540422
"PE","João Alfredo",260810,2020,5,33328,8701.73,32,41,0.393728635221919
"PE","Joaquim Nabuco",260820,2020,2,16011,11434.31,26,10,0.317522260877761
"PE","Joaquim Nabuco",260820,2020,3,16011,11434.31,31,5,0.414409385572723
"PE","Joaquim Nabuco",260820,2020,4,16011,11434.31,19,10,0.425763928782446
"PE","Joaquim Nabuco",260820,2020,5,16011,11434.31,18,18,0.440418773265257
"PE","Jucati",260825,2020,2,11485,8839.64,26,9,0.291831179131503
"PE","Jucati",260825,2020,3,11485,8839.64,23,3,0.359695483060021
"PE","Jucati",260825,2020,4,11485,8839.64,15,5,0.403772125167128
"PE","Jucati",260825,2020,5,11485,8839.64,16,5,0.394720389157312
"PE","Jupi",260830,2020,2,14922,10545.02,40,4,0.280271992511523
"PE","Jupi",260830,2020,3,14922,10545.02,39,11,0.3624751552545
"PE","Jupi",260830,2020,4,14922,10545.02,14,10,0.402718753791318
"PE","Jupi",260830,2020,5,14922,10545.02,18,9,0.404691492335788
"PE","Jurema",260840,2020,2,15431,6799.45,28,9,0.301289845783726
"PE","Jurema",260840,2020,3,15431,6799.45,27,17,0.403361250002999
"PE","Jurema",260840,2020,4,15431,6799.45,19,10,0.435580088360499
"PE","Jurema",260840,2020,5,15431,6799.45,13,13,0.426229126736603
"PE","Lagoa do Carro",260845,2020,2,18252,13842.02,34,14,0.287089573482134
"PE","Lagoa do Carro",260845,2020,3,18252,13842.02,25,11,0.381996830628671
"PE","Lagoa do Carro",260845,2020,4,18252,13842.02,17,17,0.426731796571111
"PE","Lagoa do Carro",260845,2020,5,18252,13842.02,26,15,0.420365004792646
"PE","Lagoa de Itaenga",260850,2020,2,21460,14993.15,44,18,0.286822589120739
"PE","Lagoa de Itaenga",260850,2020,3,21460,14993.15,46,10,0.373861231305857
"PE","Lagoa de Itaenga",260850,2020,4,21460,14993.15,28,22,0.415671804417469
"PE","Lagoa de Itaenga",260850,2020,5,21460,14993.15,20,26,0.411795491503716
"PE","Lagoa do Ouro",260860,2020,2,13224,8857.97,15,11,0.25663634219345
"PE","Lagoa do Ouro",260860,2020,3,13224,8857.97,15,3,0.339778212277923
"PE","Lagoa do Ouro",260860,2020,4,13224,8857.97,11,9,0.374355010291032
"PE","Lagoa do Ouro",260860,2020,5,13224,8857.97,10,4,0.397223077490051
"PE","Lagoa dos Gatos",260870,2020,2,16318,8624.5,34,16,0.266937693807655
"PE","Lagoa dos Gatos",260870,2020,3,16318,8624.5,28,15,0.350263287574615
"PE","Lagoa dos Gatos",260870,2020,4,16318,8624.5,13,8,0.380058185038321
"PE","Lagoa dos Gatos",260870,2020,5,16318,8624.5,14,15,0.421432993638301
"PE","Lagoa Grande",260875,2020,2,25849,12656.35,46,8,0.287547280995208
"PE","Lagoa Grande",260875,2020,3,25849,12656.35,52,10,0.376464646281538
"PE","Lagoa Grande",260875,2020,4,25849,12656.35,27,13,0.392940644546182
"PE","Lagoa Grande",260875,2020,5,25849,12656.35,47,8,0.392491391842996
"PE","Lajedo",260880,2020,2,40589,11169.67,102,31,0.271697564566237
"PE","Lajedo",260880,2020,3,40589,11169.67,86,41,0.357040617141095
"PE","Lajedo",260880,2020,4,40589,11169.67,43,32,0.377925310683256
"PE","Lajedo",260880,2020,5,40589,11169.67,58,35,0.369031662020043
"PE","Limoeiro",260890,2020,2,56198,13784.48,111,32,0.285526050242937
"PE","Limoeiro",260890,2020,3,56198,13784.48,94,42,0.372021595568999
"PE","Limoeiro",260890,2020,4,56198,13784.48,57,39,0.440041277952707
"PE","Limoeiro",260890,2020,5,56198,13784.48,62,66,0.429164842933699
"PE","Macaparana",260900,2020,2,25472,9447.74,41,13,0.275928586968661
"PE","Macaparana",260900,2020,3,25472,9447.74,34,20,0.374026721228403
"PE","Macaparana",260900,2020,4,25472,9447.74,25,19,0.40836985962756
"PE","Macaparana",260900,2020,5,25472,9447.74,31,23,0.417131548334966
"PE","Machados",260910,2020,2,16321,13380.62,25,5,0.27943574044818
"PE","Machados",260910,2020,3,16321,13380.62,31,4,0.341373673773376
"PE","Machados",260910,2020,4,16321,13380.62,17,9,0.390741180343863
"PE","Machados",260910,2020,5,16321,13380.62,19,9,0.383780656972621
"PE","Manari",260915,2020,2,21776,5793.6,44,7,0.316342524673414
"PE","Manari",260915,2020,3,21776,5793.6,29,7,0.373741756174142
"PE","Manari",260915,2020,4,21776,5793.6,15,9,0.423544392630487
"PE","Manari",260915,2020,5,21776,5793.6,24,10,0.445149010990907
"PE","Maraial",260920,2020,2,11220,7628.78,19,5,0.311786946992498
"PE","Maraial",260920,2020,3,11220,7628.78,18,7,0.417727990424919
"PE","Maraial",260920,2020,4,11220,7628.78,13,3,0.406001996700663
"PE","Maraial",260920,2020,5,11220,7628.78,12,8,0.419209726194591
"PE","Mirandiba",260930,2020,2,15470,9878.16,41,6,0.289213258115533
"PE","Mirandiba",260930,2020,3,15470,9878.16,39,12,0.361999924928406
"PE","Mirandiba",260930,2020,4,15470,9878.16,13,9,0.401796491257791
"PE","Mirandiba",260930,2020,5,15470,9878.16,29,5,0.397312997928214
"PE","Moreno",260940,2020,2,63294,10566.28,97,34,0.298398198908899
"PE","Moreno",260940,2020,3,63294,10566.28,99,47,0.397749630014309
"PE","Moreno",260940,2020,4,63294,10566.28,61,39,0.47295764092253
"PE","Moreno",260940,2020,5,63294,10566.28,70,65,0.465854649631142
"PE","Nazaré da Mata",260950,2020,2,32573,16319.32,58,20,0.281283723407471
"PE","Nazaré da Mata",260950,2020,3,32573,16319.32,53,16,0.377170074888163
"PE","Nazaré da Mata",260950,2020,4,32573,16319.32,28,27,0.425716577671779
"PE","Nazaré da Mata",260950,2020,5,32573,16319.32,28,45,0.438518424289548
"PE","Olinda",260960,2020,2,393115,14122.98,611,234,0.301877055248084
"PE","Olinda",260960,2020,3,393115,14122.98,473,279,0.432438174425477
"PE","Olinda",260960,2020,4,393115,14122.98,336,402,0.540731289401138
"PE","Olinda",260960,2020,5,393115,14122.98,384,533,0.532514010400483
"PE","Orobó",260970,2020,2,23935,13496.22,46,9,0.289627452565725
"PE","Orobó",260970,2020,3,23935,13496.22,30,13,0.377414480243908
"PE","Orobó",260970,2020,4,23935,13496.22,27,11,0.439650807653816
"PE","Orobó",260970,2020,5,23935,13496.22,27,15,0.412823775635034
"PE","Orocó",260980,2020,2,15152,11719,51,6,0.316592861232287
"PE","Orocó",260980,2020,3,15152,11719,30,4,0.388968504922309
"PE","Orocó",260980,2020,4,15152,11719,21,3,0.429656627996636
"PE","Orocó",260980,2020,5,15152,11719,21,8,0.425543411760682
"PE","Ouricuri",260990,2020,2,69969,9671.52,160,31,0.295108571242653
"PE","Ouricuri",260990,2020,3,69969,9671.52,165,36,0.371274483089923
"PE","Ouricuri",260990,2020,4,69969,9671.52,84,36,0.410269188371546
"PE","Ouricuri",260990,2020,5,69969,9671.52,102,26,0.418214021726509
"PE","Palmares",261000,2020,2,63500,12704.44,123,41,0.287096098736342
"PE","Palmares",261000,2020,3,63500,12704.44,96,54,0.384534899388031
"PE","Palmares",261000,2020,4,63500,12704.44,80,43,0.433714937492018
"PE","Palmares",261000,2020,5,63500,12704.44,70,76,0.43153713234019
"PE","Palmeirina",261010,2020,2,7600,8822.41,12,6,0.293947710814245
"PE","Palmeirina",261010,2020,3,7600,8822.41,15,2,0.371836004030742
"PE","Palmeirina",261010,2020,4,7600,8822.41,12,3,0.418621496987074
"PE","Palmeirina",261010,2020,5,7600,8822.41,5,12,0.440738273169315
"PE","Panelas",261020,2020,2,26456,7178.15,58,18,0.274068020141671
"PE","Panelas",261020,2020,3,26456,7178.15,39,26,0.362873603675591
"PE","Panelas",261020,2020,4,26456,7178.15,22,22,0.398509218129917
"PE","Panelas",261020,2020,5,26456,7178.15,36,20,0.395312083039383
"PE","Paranatama",261030,2020,2,11566,24880.06,35,13,0.272137461341099
"PE","Paranatama",261030,2020,3,11566,24880.06,27,10,0.341369239284363
"PE","Paranatama",261030,2020,4,11566,24880.06,19,6,0.360796682384418
"PE","Paranatama",261030,2020,5,11566,24880.06,13,10,0.386654241399161
"PE","Parnamirim",261040,2020,2,22106,7616.25,34,7,0.321969065278285
"PE","Parnamirim",261040,2020,3,22106,7616.25,32,13,0.40862614330888
"PE","Parnamirim",261040,2020,4,22106,7616.25,24,5,0.450823229262431
"PE","Parnamirim",261040,2020,5,22106,7616.25,29,16,0.470113539666575
"PE","Passira",261050,2020,2,28894,7751.02,58,21,0.30365252766158
"PE","Passira",261050,2020,3,28894,7751.02,47,28,0.391136210628873
"PE","Passira",261050,2020,4,28894,7751.02,22,22,0.436788716315621
"PE","Passira",261050,2020,5,28894,7751.02,32,28,0.451444045662892
"PE","Paudalho",261060,2020,2,56933,14223.39,127,31,0.297689458175326
"PE","Paudalho",261060,2020,3,56933,14223.39,102,34,0.393453341636232
"PE","Paudalho",261060,2020,4,56933,14223.39,60,38,0.468355321375628
"PE","Paudalho",261060,2020,5,56933,14223.39,79,59,0.453804721777225
"PE","Paulista",261070,2020,2,334376,12731.32,473,174,0.299346278035296
"PE","Paulista",261070,2020,3,334376,12731.32,382,182,0.428287675014589
"PE","Paulista",261070,2020,4,334376,12731.32,278,277,0.525525139934169
"PE","Paulista",261070,2020,5,334376,12731.32,262,383,0.51277580210055
"PE","Pedra",261080,2020,2,22668,11037.24,55,14,0.286690682879773
"PE","Pedra",261080,2020,3,22668,11037.24,44,15,0.357354869315061
"PE","Pedra",261080,2020,4,22668,11037.24,26,11,0.400282627490622
"PE","Pedra",261080,2020,5,22668,11037.24,21,17,0.43354898683832
"PE","Pesqueira",261090,2020,2,67735,10269.85,143,41,0.299878685193573
"PE","Pesqueira",261090,2020,3,67735,10269.85,119,45,0.386675066894383
"PE","Pesqueira",261090,2020,4,67735,10269.85,61,39,0.425929901010715
"PE","Pesqueira",261090,2020,5,67735,10269.85,83,48,0.426354780059675
"PE","Petrolândia",261100,2020,2,36901,36751.1,65,10,0.300989281040651
"PE","Petrolândia",261100,2020,3,36901,36751.1,79,15,0.401598066431799
"PE","Petrolândia",261100,2020,4,36901,36751.1,41,12,0.418013353385004
"PE","Petrolândia",261100,2020,5,36901,36751.1,45,18,0.414247744920897
"PE","Petrolina",261110,2020,2,354317,19445.59,952,141,0.280991434806431
"PE","Petrolina",261110,2020,3,354317,19445.59,829,164,0.393279274749042
"PE","Petrolina",261110,2020,4,354317,19445.59,596,167,0.448682581266533
"PE","Petrolina",261110,2020,5,354317,19445.59,537,145,0.428296090718965
"PE","Poção",261120,2020,2,11305,7433.25,23,3,0.307921154247688
"PE","Poção",261120,2020,3,11305,7433.25,17,5,0.396926311351351
"PE","Poção",261120,2020,4,11305,7433.25,13,8,0.446840785111793
"PE","Poção",261120,2020,5,11305,7433.25,13,11,0.439120957125379
"PE","Pombos",261130,2020,2,27148,13530.65,61,12,0.283321139937876
"PE","Pombos",261130,2020,3,27148,13530.65,50,14,0.373045989631261
"PE","Pombos",261130,2020,4,27148,13530.65,29,22,0.411313921897632
"PE","Pombos",261130,2020,5,27148,13530.65,24,35,0.418191576000629
"PE","Primavera",261140,2020,2,15101,10731.75,27,5,0.290207933926461
"PE","Primavera",261140,2020,3,15101,10731.75,17,8,0.369955411499104
"PE","Primavera",261140,2020,4,15101,10731.75,7,6,0.416784507756361
"PE","Primavera",261140,2020,5,15101,10731.75,5,18,0.434781049583779
"PE","Quipapá",261150,2020,2,26175,6944.35,42,15,0.295763481288195
"PE","Quipapá",261150,2020,3,26175,6944.35,30,15,0.403311790533956
"PE","Quipapá",261150,2020,4,26175,6944.35,18,12,0.443295275972407
"PE","Quipapá",261150,2020,5,26175,6944.35,22,13,0.436090557665958
"PE","Quixaba",261153,2020,2,6805,7773.86,8,3,0.309575651717107
"PE","Quixaba",261153,2020,3,6805,7773.86,19,4,0.36178030315157
"PE","Quixaba",261153,2020,4,6805,7773.86,6,2,0.403566916826655
"PE","Quixaba",261153,2020,5,6805,7773.86,8,5,0.42635976841872
"PE","Recife",261160,2020,2,1653461,31994.38,2765,941,0.297298011043789
"PE","Recife",261160,2020,3,1653461,31994.38,2391,1058,0.427724877884284
"PE","Recife",261160,2020,4,1653461,31994.38,1378,1586,0.53613140989467
"PE","Recife",261160,2020,5,1653461,31994.38,1439,2389,0.531335000594908
"PE","Riacho das Almas",261170,2020,2,20646,8886.07,46,12,0.33068649630309
"PE","Riacho das Almas",261170,2020,3,20646,8886.07,44,20,0.416582958738711
"PE","Riacho das Almas",261170,2020,4,20646,8886.07,20,13,0.454300040592937
"PE","Riacho das Almas",261170,2020,5,20646,8886.07,18,24,0.455489134388485
"PE","Ribeirão",261180,2020,2,47616,9503.44,59,30,0.29597189588034
"PE","Ribeirão",261180,2020,3,47616,9503.44,49,30,0.375876346892941
"PE","Ribeirão",261180,2020,4,47616,9503.44,31,27,0.422547778976441
"PE","Ribeirão",261180,2020,5,47616,9503.44,45,59,0.432811687801361
"PE","Rio Formoso",261190,2020,2,23628,11369.56,48,16,0.293635285297134
"PE","Rio Formoso",261190,2020,3,23628,11369.56,35,13,0.39078378675147
"PE","Rio Formoso",261190,2020,4,23628,11369.56,33,12,0.43867300956021
"PE","Rio Formoso",261190,2020,5,23628,11369.56,25,28,0.450588628362976
"PE","Sairé",261200,2020,2,9764,12411.83,16,9,0.298274133575654
"PE","Sairé",261200,2020,3,9764,12411.83,23,13,0.385026179637408
"PE","Sairé",261200,2020,4,9764,12411.83,10,9,0.42523166507262
"PE","Sairé",261200,2020,5,9764,12411.83,7,8,0.453453604347454
"PE","Salgueiro",261220,2020,2,61249,14172.63,143,28,0.262641205138377
"PE","Salgueiro",261220,2020,3,61249,14172.63,131,35,0.355053509887099
"PE","Salgueiro",261220,2020,4,61249,14172.63,85,47,0.398786541440901
"PE","Salgueiro",261220,2020,5,61249,14172.63,84,42,0.412194898854791
"PE","Saloá",261230,2020,2,15862,8036.97,29,9,0.290000901868328
"PE","Saloá",261230,2020,3,15862,8036.97,25,16,0.37554265903849
"PE","Saloá",261230,2020,4,15862,8036.97,10,12,0.388754067430716
"PE","Saloá",261230,2020,5,15862,8036.97,27,10,0.399301472274607
"PE","Sanharó",261240,2020,2,26890,7652.79,43,12,0.276364801130867
"PE","Sanharó",261240,2020,3,26890,7652.79,36,11,0.363791000192833
"PE","Sanharó",261240,2020,4,26890,7652.79,28,8,0.373561052211691
"PE","Sanharó",261240,2020,5,26890,7652.79,23,19,0.391245593727102
"PE","Santa Cruz",261245,2020,2,15558,7137.75,30,4,0.255660915990578
"PE","Santa Cruz",261245,2020,3,15558,7137.75,33,5,0.349232477328061
"PE","Santa Cruz",261245,2020,4,15558,7137.75,16,7,0.376652377301988
"PE","Santa Cruz",261245,2020,5,15558,7137.75,11,11,0.390348008302857
"PE","Santa Cruz da Baixa Verde",261247,2020,2,12650,7231.3,17,3,0.273585010331336
"PE","Santa Cruz da Baixa Verde",261247,2020,3,12650,7231.3,26,5,0.370134159091371
"PE","Santa Cruz da Baixa Verde",261247,2020,4,12650,7231.3,11,5,0.401700618458935
"PE","Santa Cruz da Baixa Verde",261247,2020,5,12650,7231.3,6,4,0.376861078760507
"PE","Santa Cruz do Capibaribe",261250,2020,2,109897,14271.52,195,37,0.304349886223768
"PE","Santa Cruz do Capibaribe",261250,2020,3,109897,14271.52,183,39,0.404365649236892
"PE","Santa Cruz do Capibaribe",261250,2020,4,109897,14271.52,102,32,0.445119025890343
"PE","Santa Cruz do Capibaribe",261250,2020,5,109897,14271.52,112,31,0.407192909096847
"PE","Santa Filomena",261255,2020,2,14562,6809.16,30,7,0.276647340879692
"PE","Santa Filomena",261255,2020,3,14562,6809.16,22,11,0.343328036888125
"PE","Santa Filomena",261255,2020,4,14562,6809.16,20,8,0.403447980694444
"PE","Santa Filomena",261255,2020,5,14562,6809.16,10,5,0.477152554153977
"PE","Santa Maria da Boa Vista",261260,2020,2,42100,15806.8,97,18,0.276438368909658
"PE","Santa Maria da Boa Vista",261260,2020,3,42100,15806.8,105,18,0.373448648391883
"PE","Santa Maria da Boa Vista",261260,2020,4,42100,15806.8,47,19,0.397444433800193
"PE","Santa Maria da Boa Vista",261260,2020,5,42100,15806.8,53,19,0.403200280622248
"PE","Santa Maria do Cambucá",261270,2020,2,14223,7300.42,20,8,0.315664546220117
"PE","Santa Maria do Cambucá",261270,2020,3,14223,7300.42,34,6,0.423734860429229
"PE","Santa Maria do Cambucá",261270,2020,4,14223,7300.42,9,10,0.474618269918633
"PE","Santa Maria do Cambucá",261270,2020,5,14223,7300.42,17,19,0.463938311422212
"PE","Santa Terezinha",261280,2020,2,11865,7302.39,20,3,0.295121061618947
"PE","Santa Terezinha",261280,2020,3,11865,7302.39,14,7,0.399508265982797
"PE","Santa Terezinha",261280,2020,4,11865,7302.39,8,5,0.409510522052034
"PE","Santa Terezinha",261280,2020,5,11865,7302.39,8,3,0.44189674156936
"PE","São Benedito do Sul",261290,2020,2,16069,6147.44,21,5,0.305132955992995
"PE","São Benedito do Sul",261290,2020,3,16069,6147.44,17,6,0.383903461890253
"PE","São Benedito do Sul",261290,2020,4,16069,6147.44,9,6,0.428716336647338
"PE","São Benedito do Sul",261290,2020,5,16069,6147.44,16,8,0.402024259131771
"PE","São Bento do Una",261300,2020,2,60042,18409.77,121,32,0.285995163626898
"PE","São Bento do Una",261300,2020,3,60042,18409.77,105,22,0.37435585123351
"PE","São Bento do Una",261300,2020,4,60042,18409.77,51,29,0.405785150932647
"PE","São Bento do Una",261300,2020,5,60042,18409.77,64,59,0.416588988725566
"PE","São Caitano",261310,2020,2,37368,9628.38,82,22,0.276174160961384
"PE","São Caitano",261310,2020,3,37368,9628.38,59,25,0.371365654647498
"PE","São Caitano",261310,2020,4,37368,9628.38,43,24,0.427713097708573
"PE","São Caitano",261310,2020,5,37368,9628.38,46,32,0.413109191183546
"PE","São João",261320,2020,2,22899,9912.62,47,16,0.260612257289665
"PE","São João",261320,2020,3,22899,9912.62,39,15,0.355343878814538
"PE","São João",261320,2020,4,22899,9912.62,25,13,0.410739663420223
"PE","São João",261320,2020,5,22899,9912.62,30,15,0.419982808724204
"PE","São Joaquim do Monte",261330,2020,2,21398,7524.49,32,7,0.298435557116332
"PE","São Joaquim do Monte",261330,2020,3,21398,7524.49,45,16,0.401811100211901
"PE","São Joaquim do Monte",261330,2020,4,21398,7524.49,26,13,0.429845398014746
"PE","São Joaquim do Monte",261330,2020,5,21398,7524.49,18,14,0.423060114629333
"PE","São José da Coroa Grande",261340,2020,2,21586,11039.76,30,12,0.293033100071647
"PE","São José da Coroa Grande",261340,2020,3,21586,11039.76,40,13,0.409997979957498
"PE","São José da Coroa Grande",261340,2020,4,21586,11039.76,26,10,0.459551408735213
"PE","São José da Coroa Grande",261340,2020,5,21586,11039.76,26,21,0.471763247482759
"PE","São José do Belmonte",261350,2020,2,34021,8008.13,64,11,0.265171959133908
"PE","São José do Belmonte",261350,2020,3,34021,8008.13,96,21,0.356997228775092
