"UF","nome","codmun","ano","mes","populacao","pib_capita","nascimentos","mortes","taxa_isolamento"
"PB","Sossêgo",251615,2020,2,3594,9326.74,11,2,0.288935788116847
"PB","Sossêgo",251615,2020,3,3594,9326.74,10,4,0.345248603381939
"PB","Sossêgo",251615,2020,4,3594,9326.74,9,0,0.384589680040484
"PB","Sossêgo",251615,2020,5,3594,9326.74,2,2,0.399206378261972
"PB","Sousa",251620,2020,2,69723,16215.67,145,41,0.278983742663599
"PB","Sousa",251620,2020,3,69723,16215.67,134,37,0.369860050783276
"PB","Sousa",251620,2020,4,69723,16215.67,90,33,0.389953919468443
"PB","Sousa",251620,2020,5,69723,16215.67,80,38,0.404127573774862
"PB","Sumé",251630,2020,2,17031,10389.04,28,8,0.252974347027758
"PB","Sumé",251630,2020,3,17031,10389.04,28,13,0.318299785580943
"PB","Sumé",251630,2020,4,17031,10389.04,23,6,0.3382223227872
"PB","Sumé",251630,2020,5,17031,10389.04,28,14,0.368902858362012
"PB","Tacima",251640,2020,2,10969,7086.62,16,5,0.303200161100965
"PB","Tacima",251640,2020,3,10969,7086.62,12,4,0.403643753915957
"PB","Tacima",251640,2020,4,10969,7086.62,9,7,0.422013788458457
"PB","Tacima",251640,2020,5,10969,7086.62,9,5,0.451505068059908
"PB","Taperoá",251650,2020,2,15441,8091.77,31,11,0.287852141218841
"PB","Taperoá",251650,2020,3,15441,8091.77,33,9,0.368824791153966
"PB","Taperoá",251650,2020,4,15441,8091.77,16,8,0.385921065014089
"PB","Taperoá",251650,2020,5,15441,8091.77,16,13,0.412842892868648
"PB","Tavares",251660,2020,2,14759,7909.38,19,6,0.327392954695129
"PB","Tavares",251660,2020,3,14759,7909.38,26,9,0.407207744573672
"PB","Tavares",251660,2020,4,14759,7909.38,16,4,0.425237583662695
"PB","Tavares",251660,2020,5,14759,7909.38,13,11,0.427009626690205
"PB","Teixeira",251670,2020,2,15248,9174.29,43,6,0.291351740727701
"PB","Teixeira",251670,2020,3,15248,9174.29,48,12,0.354041957352327
"PB","Teixeira",251670,2020,4,15248,9174.29,23,5,0.368514463226883
"PB","Teixeira",251670,2020,5,15248,9174.29,17,11,0.407394718577218
"PB","Triunfo",251680,2020,2,9464,7790.28,4,7,0.283901489989978
"PB","Triunfo",251680,2020,3,9464,7790.28,13,6,0.390235918705572
"PB","Triunfo",251680,2020,4,9464,7790.28,3,9,0.406110994118603
"PB","Triunfo",251680,2020,5,9464,7790.28,8,7,0.402403889580403
"PB","Uiraúna",251690,2020,2,15300,10908.57,38,8,0.278515257412503
"PB","Uiraúna",251690,2020,3,15300,10908.57,24,7,0.378575519009607
"PB","Uiraúna",251690,2020,4,15300,10908.57,14,11,0.424884041337921
"PB","Uiraúna",251690,2020,5,15300,10908.57,12,10,0.411713560548454
"PB","Umbuzeiro",251700,2020,2,9911,7520.42,23,8,0.32063933805511
"PB","Umbuzeiro",251700,2020,3,9911,7520.42,12,5,0.418507290607954
"PB","Umbuzeiro",251700,2020,4,9911,7520.42,7,5,0.464731645038985
"PB","Umbuzeiro",251700,2020,5,9911,7520.42,13,9,0.475862906240315
"PE","Abreu e Lima",260005,2020,2,100346,17320.77,167,51,0.309823938119289
"PE","Abreu e Lima",260005,2020,3,100346,17320.77,157,67,0.423380342937216
"PE","Abreu e Lima",260005,2020,4,100346,17320.77,97,78,0.508729825043108
"PE","Abreu e Lima",260005,2020,5,100346,17320.77,98,126,0.495777132420838
"PE","Afogados da Ingazeira",260010,2020,2,37404,11753.3,90,18,0.258390410797482
"PE","Afogados da Ingazeira",260010,2020,3,37404,11753.3,96,27,0.342132198613206
"PE","Afogados da Ingazeira",260010,2020,4,37404,11753.3,52,31,0.393464341403793
"PE","Afogados da Ingazeira",260010,2020,5,37404,11753.3,64,23,0.378676224311148
"PE","Afrânio",260020,2020,2,19810,8510.74,39,10,0.246027418034256
"PE","Afrânio",260020,2020,3,19810,8510.74,25,10,0.324420312191797
"PE","Afrânio",260020,2020,4,19810,8510.74,22,15,0.375187608913559
"PE","Afrânio",260020,2020,5,19810,8510.74,12,15,0.41672549323057
"PE","Agrestina",260030,2020,2,25065,10300.13,53,24,0.288334541335454
"PE","Agrestina",260030,2020,3,25065,10300.13,49,19,0.37197343678406
"PE","Agrestina",260030,2020,4,25065,10300.13,30,13,0.408816134582954
"PE","Agrestina",260030,2020,5,25065,10300.13,27,27,0.406812813388089
"PE","Água Preta",260040,2020,2,37082,6748.57,54,12,0.294414495290183
"PE","Água Preta",260040,2020,3,37082,6748.57,56,19,0.395529078577561
"PE","Água Preta",260040,2020,4,37082,6748.57,27,26,0.434067019284048
"PE","Água Preta",260040,2020,5,37082,6748.57,24,37,0.452602963021906
"PE","Águas Belas",260050,2020,2,43686,8140.21,83,31,0.276291396248346
"PE","Águas Belas",260050,2020,3,43686,8140.21,93,31,0.34166257165401
"PE","Águas Belas",260050,2020,4,43686,8140.21,60,25,0.369567779033039
"PE","Águas Belas",260050,2020,5,43686,8140.21,68,42,0.424266467097591
"PE","Alagoinha",260060,2020,2,14718,9132.16,26,9,0.307082454502204
"PE","Alagoinha",260060,2020,3,14718,9132.16,29,5,0.404417245572704
"PE","Alagoinha",260060,2020,4,14718,9132.16,12,13,0.469735632045584
"PE","Alagoinha",260060,2020,5,14718,9132.16,17,7,0.466002301260255
"PE","Aliança",260070,2020,2,38397,8207.74,71,25,0.302714179356461
"PE","Aliança",260070,2020,3,38397,8207.74,64,38,0.388804990701997
"PE","Aliança",260070,2020,4,38397,8207.74,34,28,0.451444359293875
"PE","Aliança",260070,2020,5,38397,8207.74,46,38,0.437425889735695
"PE","Altinho",260080,2020,2,22984,7489.78,39,15,0.308656047013746
"PE","Altinho",260080,2020,3,22984,7489.78,40,16,0.384012589850955
"PE","Altinho",260080,2020,4,22984,7489.78,16,14,0.414398409666519
"PE","Altinho",260080,2020,5,22984,7489.78,13,16,0.428583849334193
"PE","Amaraji",260090,2020,2,22870,9811.16,39,18,0.284475951850433
"PE","Amaraji",260090,2020,3,22870,9811.16,37,12,0.359438162997532
"PE","Amaraji",260090,2020,4,22870,9811.16,24,14,0.383809697605881
"PE","Amaraji",260090,2020,5,22870,9811.16,21,24,0.409265078892489
"PE","Angelim",260100,2020,2,11226,10702.15,26,6,0.281102616033341
"PE","Angelim",260100,2020,3,11226,10702.15,22,7,0.3863234256857
"PE","Angelim",260100,2020,4,11226,10702.15,9,6,0.409464413674242
"PE","Angelim",260100,2020,5,11226,10702.15,25,9,0.423362454402964
"PE","Araçoiaba",260105,2020,2,20733,6877.9,30,13,0.289726665693552
"PE","Araçoiaba",260105,2020,3,20733,6877.9,33,10,0.355865750954584
"PE","Araçoiaba",260105,2020,4,20733,6877.9,29,20,0.417821527201904
"PE","Araçoiaba",260105,2020,5,20733,6877.9,22,15,0.400396504051709
"PE","Araripina",260110,2020,2,84864,12298.15,213,41,0.281948306427616
"PE","Araripina",260110,2020,3,84864,12298.15,178,55,0.371408844755728
"PE","Araripina",260110,2020,4,84864,12298.15,126,55,0.414849801958567
"PE","Araripina",260110,2020,5,84864,12298.15,125,51,0.4115546207585
"PE","Arcoverde",260120,2020,2,74822,13647.4,162,42,0.281611057383919
"PE","Arcoverde",260120,2020,3,74822,13647.4,159,47,0.378604717074126
"PE","Arcoverde",260120,2020,4,74822,13647.4,87,51,0.442765613027646
"PE","Arcoverde",260120,2020,5,74822,13647.4,100,58,0.429740077645042
"PE","Barra de Guabiraba",260130,2020,2,14510,9061.75,23,5,0.284625147953865
"PE","Barra de Guabiraba",260130,2020,3,14510,9061.75,16,14,0.370169708635593
"PE","Barra de Guabiraba",260130,2020,4,14510,9061.75,11,10,0.377525966582083
"PE","Barra de Guabiraba",260130,2020,5,14510,9061.75,15,13,0.409086453127373
"PE","Barreiros",260140,2020,2,42764,9993.08,81,26,0.305600819816231
"PE","Barreiros",260140,2020,3,42764,9993.08,73,24,0.40080361564255
"PE","Barreiros",260140,2020,4,42764,9993.08,59,26,0.456056741342579
"PE","Barreiros",260140,2020,5,42764,9993.08,62,66,0.458622416047309
"PE","Belém de Maria",260150,2020,2,12122,6659.84,18,6,0.307327402851472
"PE","Belém de Maria",260150,2020,3,12122,6659.84,21,9,0.402940481569329
"PE","Belém de Maria",260150,2020,4,12122,6659.84,10,7,0.423333914111445
"PE","Belém de Maria",260150,2020,5,12122,6659.84,11,9,0.429213545030809
"PE","Belém do São Francisco",260160,2020,2,20730,14678.52,40,7,0.255082606255091
"PE","Belém do São Francisco",260160,2020,3,20730,14678.52,33,14,0.365732269081977
"PE","Belém do São Francisco",260160,2020,4,20730,14678.52,29,8,0.398045804512886
"PE","Belém do São Francisco",260160,2020,5,20730,14678.52,24,13,0.421660246513331
"PE","Belo Jardim",260170,2020,2,76687,24720.46,143,52,0.282249050028353
"PE","Belo Jardim",260170,2020,3,76687,24720.46,170,58,0.375304297189034
"PE","Belo Jardim",260170,2020,4,76687,24720.46,84,40,0.405439801860491
"PE","Belo Jardim",260170,2020,5,76687,24720.46,93,60,0.399581059562757
"PE","Betânia",260180,2020,2,12765,6933.84,19,7,0.28187103722821
"PE","Betânia",260180,2020,3,12765,6933.84,26,9,0.370685938404097
"PE","Betânia",260180,2020,4,12765,6933.84,16,7,0.372061867575841
"PE","Betânia",260180,2020,5,12765,6933.84,13,7,0.413314913701503
"PE","Bezerros",260190,2020,2,60880,11892.04,115,42,0.285635325562627
"PE","Bezerros",260190,2020,3,60880,11892.04,110,54,0.381257877286021
"PE","Bezerros",260190,2020,4,60880,11892.04,57,52,0.429848104028552
"PE","Bezerros",260190,2020,5,60880,11892.04,52,56,0.428157236780332
"PE","Bodocó",260200,2020,2,38378,7300.54,91,11,0.286213095512041
"PE","Bodocó",260200,2020,3,38378,7300.54,68,17,0.36230064729501
"PE","Bodocó",260200,2020,4,38378,7300.54,43,21,0.40264007224982
"PE","Bodocó",260200,2020,5,38378,7300.54,49,18,0.439146442301228
"PE","Bom Conselho",260210,2020,2,48767,10422.57,62,29,0.262962220644509
"PE","Bom Conselho",260210,2020,3,48767,10422.57,50,23,0.358054613443059
"PE","Bom Conselho",260210,2020,4,48767,10422.57,29,26,0.393209805819631
"PE","Bom Conselho",260210,2020,5,48767,10422.57,30,28,0.399591976649537
"PE","Bom Jardim",260220,2020,2,39983,8362.76,66,18,0.305332552881004
"PE","Bom Jardim",260220,2020,3,39983,8362.76,63,37,0.393579709942443
"PE","Bom Jardim",260220,2020,4,39983,8362.76,44,30,0.435005282747157
"PE","Bom Jardim",260220,2020,5,39983,8362.76,35,24,0.429936435801069
"PE","Bonito",260230,2020,2,38117,10236.8,82,25,0.287221926984014
"PE","Bonito",260230,2020,3,38117,10236.8,74,35,0.37232689452033
"PE","Bonito",260230,2020,4,38117,10236.8,48,28,0.392513818470703
"PE","Bonito",260230,2020,5,38117,10236.8,45,33,0.416937248844477
"PE","Brejão",260240,2020,2,8987,16099.94,24,6,0.295112723084265
"PE","Brejão",260240,2020,3,8987,16099.94,21,7,0.41190778763131
"PE","Brejão",260240,2020,4,8987,16099.94,13,4,0.465950836311154
"PE","Brejão",260240,2020,5,8987,16099.94,10,7,0.450227552289203
"PE","Brejinho",260250,2020,2,7488,7421.27,15,2,0.307296696654173
"PE","Brejinho",260250,2020,3,7488,7421.27,15,5,0.441430239508049
"PE","Brejinho",260250,2020,4,7488,7421.27,6,6,0.470375992878055
"PE","Brejinho",260250,2020,5,7488,7421.27,10,6,0.448995871610343
"PE","Brejo da Madre de Deus",260260,2020,2,51225,7467.16,106,31,0.300404639667563
"PE","Brejo da Madre de Deus",260260,2020,3,51225,7467.16,92,26,0.384176092916367
"PE","Brejo da Madre de Deus",260260,2020,4,51225,7467.16,76,26,0.41971543133795
"PE","Brejo da Madre de Deus",260260,2020,5,51225,7467.16,57,23,0.41830929967887
"PE","Buenos Aires",260270,2020,2,13190,7885.59,19,4,0.288647122514498
"PE","Buenos Aires",260270,2020,3,13190,7885.59,19,5,0.377733900979717
"PE","Buenos Aires",260270,2020,4,13190,7885.59,16,13,0.421414229924364
"PE","Buenos Aires",260270,2020,5,13190,7885.59,11,11,0.419823294249722
"PE","Buíque",260280,2020,2,58919,7037.04,117,29,0.29848734165834
"PE","Buíque",260280,2020,3,58919,7037.04,98,24,0.385583097059458
"PE","Buíque",260280,2020,4,58919,7037.04,63,18,0.413783685548794
"PE","Buíque",260280,2020,5,58919,7037.04,60,40,0.423449033268085
"PE","Cabo de Santo Agostinho",260290,2020,2,208944,47575.16,363,114,0.306313736473049
"PE","Cabo de Santo Agostinho",260290,2020,3,208944,47575.16,374,144,0.406325695853257
"PE","Cabo de Santo Agostinho",260290,2020,4,208944,47575.16,269,166,0.476955515130723
"PE","Cabo de Santo Agostinho",260290,2020,5,208944,47575.16,255,289,0.466649734228755
"PE","Cabrobó",260300,2020,2,34503,11320.36,66,15,0.283154516604289
"PE","Cabrobó",260300,2020,3,34503,11320.36,55,13,0.36735969292787
"PE","Cabrobó",260300,2020,4,34503,11320.36,42,16,0.395407776940874
"PE","Cabrobó",260300,2020,5,34503,11320.36,47,22,0.383439405569169
"PE","Cachoeirinha",260310,2020,2,20501,10761.58,42,13,0.288441365990485
"PE","Cachoeirinha",260310,2020,3,20501,10761.58,56,12,0.356916200204483
"PE","Cachoeirinha",260310,2020,4,20501,10761.58,27,13,0.39685452797537
"PE","Cachoeirinha",260310,2020,5,20501,10761.58,19,10,0.37726567210113
"PE","Caetés",260320,2020,2,28904,17024.13,51,11,0.296885473156542
"PE","Caetés",260320,2020,3,28904,17024.13,62,12,0.403616785414189
"PE","Caetés",260320,2020,4,28904,17024.13,36,16,0.434361992363246
"PE","Caetés",260320,2020,5,28904,17024.13,38,16,0.443427915702352
"PE","Calçado",260330,2020,2,11018,8436.07,12,6,0.283130614163036
"PE","Calçado",260330,2020,3,11018,8436.07,13,7,0.396110830219266
"PE","Calçado",260330,2020,4,11018,8436.07,15,1,0.402719980953458
"PE","Calçado",260330,2020,5,11018,8436.07,7,7,0.423782348559772
"PE","Calumbi",260340,2020,2,5747,8734.25,11,5,0.303369773823103
"PE","Calumbi",260340,2020,3,5747,8734.25,12,7,0.389899620440536
"PE","Calumbi",260340,2020,4,5747,8734.25,5,3,0.405194720872644
"PE","Calumbi",260340,2020,5,5747,8734.25,8,4,0.408803584359141
"PE","Camaragibe",260345,2020,2,158899,11807.42,293,65,0.297202274810856
"PE","Camaragibe",260345,2020,3,158899,11807.42,228,110,0.41465995903883
"PE","Camaragibe",260345,2020,4,158899,11807.42,169,146,0.511762864723023
"PE","Camaragibe",260345,2020,5,158899,11807.42,185,204,0.504649986156319
"PE","Camocim de São Félix",260350,2020,2,18900,8247.04,34,4,0.286213800094409
"PE","Camocim de São Félix",260350,2020,3,18900,8247.04,28,12,0.367601594756747
"PE","Camocim de São Félix",260350,2020,4,18900,8247.04,20,9,0.414257215855162
"PE","Camocim de São Félix",260350,2020,5,18900,8247.04,18,15,0.399340041419362
"PE","Camutanga",260360,2020,2,8572,15220.35,11,3,0.330669101115527
"PE","Camutanga",260360,2020,3,8572,15220.35,18,4,0.397461058365809
"PE","Camutanga",260360,2020,4,8572,15220.35,9,8,0.402177977576956
"PE","Camutanga",260360,2020,5,8572,15220.35,10,7,0.457498476982475
"PE","Canhotinho",260370,2020,2,24773,7621.24,43,16,0.28183853968021
"PE","Canhotinho",260370,2020,3,24773,7621.24,41,13,0.354432247062549
"PE","Canhotinho",260370,2020,4,24773,7621.24,35,16,0.381249145890146
"PE","Canhotinho",260370,2020,5,24773,7621.24,28,20,0.400569680541871
"PE","Capoeiras",260380,2020,2,20048,10614.15,35,11,0.31033714890459
"PE","Capoeiras",260380,2020,3,20048,10614.15,26,19,0.384126227021256
"PE","Capoeiras",260380,2020,4,20048,10614.15,20,10,0.432496179990665
"PE","Capoeiras",260380,2020,5,20048,10614.15,28,13,0.437562740408585
"PE","Carnaíba",260390,2020,2,19609,7930.56,34,6,0.281241561831241
"PE","Carnaíba",260390,2020,3,19609,7930.56,41,11,0.355124993431697
"PE","Carnaíba",260390,2020,4,19609,7930.56,18,11,0.386515520811223
"PE","Carnaíba",260390,2020,5,19609,7930.56,20,13,0.381104132900489
"PE","Carpina",260400,2020,2,84395,17467.92,148,44,0.285388207769482
"PE","Carpina",260400,2020,3,84395,17467.92,113,55,0.386861831981819
"PE","Carpina",260400,2020,4,84395,17467.92,79,55,0.444751649777052
"PE","Carpina",260400,2020,5,84395,17467.92,88,68,0.437173972614759
"PE","Caruaru",260410,2020,2,365278,20028.26,782,195,0.294223234491047
"PE","Caruaru",260410,2020,3,365278,20028.26,788,230,0.402769007497538
"PE","Caruaru",260410,2020,4,365278,20028.26,456,222,0.472181268364891
"PE","Caruaru",260410,2020,5,365278,20028.26,466,246,0.451368621683134
"PE","Casinhas",260415,2020,2,14368,6628.6,22,9,0.303308115625362
"PE","Casinhas",260415,2020,3,14368,6628.6,27,8,0.415463050840037
"PE","Casinhas",260415,2020,4,14368,6628.6,16,5,0.469009003294109
"PE","Casinhas",260415,2020,5,14368,6628.6,13,15,0.460341944485247
"PE","Catende",260420,2020,2,43340,6734.87,64,13,0.285617493674395
"PE","Catende",260420,2020,3,43340,6734.87,70,26,0.369769531184412
"PE","Catende",260420,2020,4,43340,6734.87,32,22,0.413533078984603
"PE","Catende",260420,2020,5,43340,6734.87,33,41,0.429098643965475
"PE","Cedro",260430,2020,2,11891,7556.35,18,1,0.277457833114001
"PE","Cedro",260430,2020,3,11891,7556.35,27,7,0.364820564095855
"PE","Cedro",260430,2020,4,11891,7556.35,11,7,0.40498400661848
"PE","Cedro",260430,2020,5,11891,7556.35,12,5,0.415905681454118
"PE","Chã de Alegria",260440,2020,2,13556,11135.31,29,8,0.295276259846569
"PE","Chã de Alegria",260440,2020,3,13556,11135.31,22,6,0.381045779482862
"PE","Chã de Alegria",260440,2020,4,13556,11135.31,15,11,0.437368412941668
"PE","Chã de Alegria",260440,2020,5,13556,11135.31,19,14,0.448622951720246
"PE","Chã Grande",260450,2020,2,21815,9261.23,44,12,0.264065396358805
"PE","Chã Grande",260450,2020,3,21815,9261.23,20,13,0.346754192657645
"PE","Chã Grande",260450,2020,4,21815,9261.23,29,14,0.399384372494978
"PE","Chã Grande",260450,2020,5,21815,9261.23,20,24,0.412092710186279
"PE","Condado",260460,2020,2,26590,8460.04,51,10,0.286500180634494
"PE","Condado",260460,2020,3,26590,8460.04,43,24,0.385873001488845
"PE","Condado",260460,2020,4,26590,8460.04,21,17,0.418765041373129
"PE","Condado",260460,2020,5,26590,8460.04,24,36,0.426242225083866
"PE","Correntes",260470,2020,2,18268,8255.79,24,7,0.296521484163774
"PE","Correntes",260470,2020,3,18268,8255.79,21,6,0.379847700605016
"PE","Correntes",260470,2020,4,18268,8255.79,12,9,0.432201110583285
"PE","Correntes",260470,2020,5,18268,8255.79,21,6,0.420366454419921
"PE","Cortês",260480,2020,2,12560,9488.45,17,6,0.276675808233542
"PE","Cortês",260480,2020,3,12560,9488.45,18,9,0.363602353945351
"PE","Cortês",260480,2020,4,12560,9488.45,9,11,0.393853203800276
"PE","Cortês",260480,2020,5,12560,9488.45,15,22,0.423369025739532
"PE","Cumaru",260490,2020,2,10192,8327.21,26,5,0.301722274576569
"PE","Cumaru",260490,2020,3,10192,8327.21,16,9,0.381302464459187
"PE","Cumaru",260490,2020,4,10192,8327.21,9,7,0.408849458792552
"PE","Cumaru",260490,2020,5,10192,8327.21,10,13,0.430539903772315
"PE","Cupira",260500,2020,2,24173,10979.96,53,18,0.312188613977502
"PE","Cupira",260500,2020,3,24173,10979.96,43,22,0.383970026389059
"PE","Cupira",260500,2020,4,24173,10979.96,28,9,0.401302045705761
"PE","Cupira",260500,2020,5,24173,10979.96,27,22,0.38529114340808
"PE","Custódia",260510,2020,2,37375,13498.42,73,14,0.283032567733802
"PE","Custódia",260510,2020,3,37375,13498.42,76,13,0.361683415228731
"PE","Custódia",260510,2020,4,37375,13498.42,64,11,0.388102663281272
"PE","Custódia",260510,2020,5,37375,13498.42,51,25,0.409874961983149
"PE","Dormentes",260515,2020,2,19079,11599.49,41,11,0.255753164122464
"PE","Dormentes",260515,2020,3,19079,11599.49,18,10,0.341437727623882
"PE","Dormentes",260515,2020,4,19079,11599.49,26,8,0.368332369650982
"PE","Dormentes",260515,2020,5,19079,11599.49,26,14,0.405237820325432
"PE","Escada",260520,2020,2,69292,13976.51,103,42,0.303335772791023
"PE","Escada",260520,2020,3,69292,13976.51,101,54,0.39709743098349
"PE","Escada",260520,2020,4,69292,13976.51,55,46,0.446084405624584
"PE","Escada",260520,2020,5,69292,13976.51,60,97,0.456648810858732
"PE","Exu",260530,2020,2,31766,8417.2,69,16,0.285331548922712
"PE","Exu",260530,2020,3,31766,8417.2,62,18,0.371504825645613
"PE","Exu",260530,2020,4,31766,8417.2,38,20,0.407756050296342
"PE","Exu",260530,2020,5,31766,8417.2,42,17,0.414957063814332
"PE","Feira Nova",260540,2020,2,22247,8679.6,32,9,0.282378016668074
"PE","Feira Nova",260540,2020,3,22247,8679.6,46,17,0.355471607759376
"PE","Feira Nova",260540,2020,4,22247,8679.6,28,13,0.39796642958615
"PE","Feira Nova",260540,2020,5,22247,8679.6,25,26,0.406102302831861
"PE","Ferreiros",260550,2020,2,12170,7832.56,16,7,0.292413727001968
"PE","Ferreiros",260550,2020,3,12170,7832.56,19,4,0.372779536633323
"PE","Ferreiros",260550,2020,4,12170,7832.56,14,9,0.427433219963971
"PE","Ferreiros",260550,2020,5,12170,7832.56,11,16,0.449921363393055
"PE","Flores",260560,2020,2,22618,7515.92,39,7,0.291432457536519
"PE","Flores",260560,2020,3,22618,7515.92,44,12,0.356996639891041
"PE","Flores",260560,2020,4,22618,7515.92,19,11,0.402807057405773
"PE","Flores",260560,2020,5,22618,7515.92,16,16,0.434636888783867
"PE","Floresta",260570,2020,2,33184,12865.92,56,16,0.272810591371311
"PE","Floresta",260570,2020,3,33184,12865.92,78,18,0.358209835644662
"PE","Floresta",260570,2020,4,33184,12865.92,50,16,0.406131270468365
"PE","Floresta",260570,2020,5,33184,12865.92,39,18,0.41681861480888
"PE","Frei Miguelinho",260580,2020,2,15546,7533.5,15,14,0.308530424072618
"PE","Frei Miguelinho",260580,2020,3,15546,7533.5,10,10,0.397101141632343
"PE","Frei Miguelinho",260580,2020,4,15546,7533.5,7,12,0.44265298117192
"PE","Frei Miguelinho",260580,2020,5,15546,7533.5,9,17,0.428607582734119
"PE","Gameleira",260590,2020,2,31318,7215.12,34,14,0.313564267608502
"PE","Gameleira",260590,2020,3,31318,7215.12,38,19,0.3892086360704
"PE","Gameleira",260590,2020,4,31318,7215.12,25,17,0.424644280377342
"PE","Gameleira",260590,2020,5,31318,7215.12,24,19,0.431294210689898
"PE","Garanhuns",260600,2020,2,140577,17565.52,332,74,0.279799002138207
"PE","Garanhuns",260600,2020,3,140577,17565.52,296,76,0.38609890665228
"PE","Garanhuns",260600,2020,4,140577,17565.52,172,72,0.447163996292066
"PE","Garanhuns",260600,2020,5,140577,17565.52,173,102,0.435391089110703
"PE","Glória do Goitá",260610,2020,2,30751,14973.38,56,18,0.277362041031063
"PE","Glória do Goitá",260610,2020,3,30751,14973.38,40,13,0.354636736666633
"PE","Glória do Goitá",260610,2020,4,30751,14973.38,28,25,0.409589715378738
"PE","Glória do Goitá",260610,2020,5,30751,14973.38,22,34,0.418708460502038
"PE","Goiana",260620,2020,2,80055,116122.91,166,40,0.294157055547225
"PE","Goiana",260620,2020,3,80055,116122.91,133,43,0.386073151875207
"PE","Goiana",260620,2020,4,80055,116122.91,82,40,0.447069367155688
"PE","Goiana",260620,2020,5,80055,116122.91,72,76,0.442802599892571
"PE","Granito",260630,2020,2,7537,9237.86,19,4,0.286469130571359
"PE","Granito",260630,2020,3,7537,9237.86,20,12,0.395678738964374
"PE","Granito",260630,2020,4,7537,9237.86,3,2,0.438219439937908
"PE","Granito",260630,2020,5,7537,9237.86,14,0,0.448775829897363
"PE","Gravatá",260640,2020,2,84699,13479.21,130,57,0.264726621493157
"PE","Gravatá",260640,2020,3,84699,13479.21,132,47,0.362004972288887
"PE","Gravatá",260640,2020,4,84699,13479.21,72,45,0.425600599246246
"PE","Gravatá",260640,2020,5,84699,13479.21,78,59,0.418087508309637
"PE","Iati",260650,2020,2,19241,8458.26,44,13,0.300563185704751
"PE","Iati",260650,2020,3,19241,8458.26,38,3,0.363427732236864
"PE","Iati",260650,2020,4,19241,8458.26,21,15,0.404400358372311
"PE","Iati",260650,2020,5,19241,8458.26,22,11,0.433213235567207
"PE","Ibimirim",260660,2020,2,29412,8930.46,51,10,0.292312960878762
"PE","Ibimirim",260660,2020,3,29412,8930.46,45,13,0.371115756686374
"PE","Ibimirim",260660,2020,4,29412,8930.46,27,20,0.396916299004059
"PE","Ibimirim",260660,2020,5,29412,8930.46,34,17,0.425487922339604
"PE","Ibirajuba",260670,2020,2,7768,7834.74,9,8,0.315717570120923
"PE","Ibirajuba",260670,2020,3,7768,7834.74,17,3,0.447363643214968
"PE","Ibirajuba",260670,2020,4,7768,7834.74,9,3,0.449416839283737
"PE","Ibirajuba",260670,2020,5,7768,7834.74,7,4,0.426776349273975
"PE","Igarassu",260680,2020,2,118370,21887.47,217,49,0.304891502136358
"PE","Igarassu",260680,2020,3,118370,21887.47,190,67,0.410832237799084
"PE","Igarassu",260680,2020,4,118370,21887.47,116,80,0.492674430392862
"PE","Igarassu",260680,2020,5,118370,21887.47,122,133,0.478843954036558
"PE","Iguaracy",260690,2020,2,12247,7348.26,17,4,0.289038646836514
"PE","Iguaracy",260690,2020,3,12247,7348.26,20,5,0.357400816072455
"PE","Iguaracy",260690,2020,4,12247,7348.26,10,2,0.418808006835242
"PE","Iguaracy",260690,2020,5,12247,7348.26,10,15,0.422956614148863
"PE","Inajá",260700,2020,2,23645,7317.46,41,6,0.317723334282224
"PE","Inajá",260700,2020,3,23645,7317.46,45,7,0.405346333328454
"PE","Inajá",260700,2020,4,23645,7317.46,25,5,0.435249625008154
"PE","Inajá",260700,2020,5,23645,7317.46,28,6,0.432078641699331
"PE","Ingazeira",260710,2020,2,4543,7950.69,3,1,0.255114021808018
"PE","Ingazeira",260710,2020,3,4543,7950.69,10,4,0.362920641673244
"PE","Ingazeira",260710,2020,4,4543,7950.69,4,3,0.381240060687231
"PE","Ingazeira",260710,2020,5,4543,7950.69,5,1,0.414548937647575
"PE","Ipojuca",260720,2020,2,97669,122169.48,240,27,0.284586915311922
"PE","Ipojuca",260720,2020,3,97669,122169.48,223,30,0.386989260617085
"PE","Ipojuca",260720,2020,4,97669,122169.48,133,45,0.465138334197493
"PE","Ipojuca",260720,2020,5,97669,122169.48,144,120,0.469529763930892
"PE","Ipubi",260730,2020,2,31187,9606.75,97,19,0.262501783249768
"PE","Ipubi",260730,2020,3,31187,9606.75,66,17,0.347825767551666
"PE","Ipubi",260730,2020,4,31187,9606.75,48,21,0.390062955245195
"PE","Ipubi",260730,2020,5,31187,9606.75,57,21,0.38318495011492
"PE","Itacuruba",260740,2020,2,4966,11378.85,17,1,0.297288486421339
"PE","Itacuruba",260740,2020,3,4966,11378.85,11,2,0.360745374942597
"PE","Itacuruba",260740,2020,4,4966,11378.85,9,3,0.397905820175122
"PE","Itacuruba",260740,2020,5,4966,11378.85,5,2,0.423983607266138
"PE","Itaíba",260750,2020,2,26308,8165.67,59,14,0.295685141976089
"PE","Itaíba",260750,2020,3,26308,8165.67,52,16,0.385514428451764
"PE","Itaíba",260750,2020,4,26308,8165.67,28,15,0.382651502816479
"PE","Itaíba",260750,2020,5,26308,8165.67,29,15,0.432027669638526
"PE","Ilha de Itamaracá",260760,2020,2,26672,9654.89,54,14,0.333556051902426
